chrom	length	bases	mean	min	max
chrUn_KI270302v1_region	2274	69844	30.71	0	97
chrUn_KI270304v1	2165	52274	24.15	0	77
chrUn_KI270304v1_region	2165	52274	24.15	0	77
chrUn_KI270303v1	1942	298226	153.57	0	888
chrUn_KI270303v1_region	1942	298226	153.57	0	888
chrUn_KI270305v1	1472	74296	50.47	0	154
chrUn_KI270305v1_region	1472	74296	50.47	0	154
chrUn_KI270322v1	21476	379608	17.68	0	321
chrUn_KI270322v1_region	21476	379608	17.68	0	321
chrUn_KI270320v1	4416	1056627	239.27	0	553
chrUn_KI270320v1_region	4416	1056627	239.27	0	553
chrUn_KI270310v1	1201	420830	350.40	0	1354
chrUn_KI270310v1_region	1201	420830	350.40	0	1354
chrUn_KI270316v1	1444	44263	30.65	0	99
chrUn_KI270316v1_region	1444	44263	30.65	0	99
chrUn_KI270315v1	2276	115429	50.72	0	248
chrUn_KI270315v1_region	2276	115429	50.72	0	248
chrUn_KI270312v1	998	49826	49.93	0	152
chrUn_KI270312v1_region	998	49826	49.93	0	152
chrUn_KI270311v1	12399	421227	33.97	0	776
chrUn_KI270311v1_region	12399	421227	33.97	0	776
chrUn_KI270317v1	37690	128030	3.40	0	406
chrUn_KI270317v1_region	37690	128030	3.40	0	406
chrUn_KI270412v1	1179	50835	43.12	0	129
chrUn_KI270412v1_region	1179	50835	43.12	0	129
chrUn_KI270411v1	2646	309286	116.89	0	452
chrUn_KI270411v1_region	2646	309286	116.89	0	452
chrUn_KI270414v1	2489	59021	23.71	0	115
chrUn_KI270414v1_region	2489	59021	23.71	0	115
chrUn_KI270419v1	1029	16314	15.85	0	42
chrUn_KI270419v1_region	1029	16314	15.85	0	42
chrUn_KI270418v1	2145	108965	50.80	0	95
chrUn_KI270418v1_region	2145	108965	50.80	0	95
chrUn_KI270420v1	2321	155699	67.08	1	116
chrUn_KI270420v1_region	2321	155699	67.08	1	116
chrUn_KI270424v1	2140	36732	17.16	0	49
chrUn_KI270424v1_region	2140	36732	17.16	0	49
chrUn_KI270417v1	2043	111230	54.44	22	105
chrUn_KI270417v1_region	2043	111230	54.44	22	105
chrUn_KI270422v1	1445	208784	144.49	9	234
chrUn_KI270422v1_region	1445	208784	144.49	9	234
chrUn_KI270423v1	981	71014	72.39	0	188
chrUn_KI270423v1_region	981	71014	72.39	0	188
chrUn_KI270425v1	1884	16082	8.54	0	42
chrUn_KI270425v1_region	1884	16082	8.54	0	42
chrUn_KI270429v1	1361	220470	161.99	0	246
chrUn_KI270429v1_region	1361	220470	161.99	0	246
chrUn_KI270442v1	392061	53014344	135.22	0	17123
chrUn_KI270442v1_region	392061	53014344	135.22	0	17123
chrUn_KI270466v1	1233	11087830	8992.56	208	21273
chrUn_KI270466v1_region	1233	11087830	8992.56	208	21273
chrUn_KI270465v1	1774	348203	196.28	1	636
chrUn_KI270465v1_region	1774	348203	196.28	1	636
chrUn_KI270467v1	3920	24924346	6358.25	5	25003
chrUn_KI270467v1_region	3920	24924346	6358.25	5	25003
chrUn_KI270435v1	92983	8731332	93.90	0	5201
chrUn_KI270435v1_region	92983	8731332	93.90	0	5201
chrUn_KI270438v1	112505	114514849	1017.86	0	38890
chrUn_KI270438v1_region	112505	114514849	1017.86	0	38890
chrUn_KI270468v1	4055	308780	76.15	4	113
chrUn_KI270468v1_region	4055	308780	76.15	4	113
chrUn_KI270510v1	2415	467971	193.78	16	388
chrUn_KI270510v1_region	2415	467971	193.78	16	388
chrUn_KI270509v1	2318	399718	172.44	11	263
chrUn_KI270509v1_region	2318	399718	172.44	11	263
chrUn_KI270518v1	2186	406068	185.76	1	333
chrUn_KI270518v1_region	2186	406068	185.76	1	333
chrUn_KI270508v1	1951	531629	272.49	1	346
chrUn_KI270508v1_region	1951	531629	272.49	1	346
chrUn_KI270516v1	1300	206231	158.64	11	375
chrUn_KI270516v1_region	1300	206231	158.64	11	375
chrUn_KI270512v1	22689	1979128	87.23	0	1088
chrUn_KI270512v1_region	22689	1979128	87.23	0	1088
chrUn_KI270519v1	138126	13954089	101.02	0	2121
chrUn_KI270519v1_region	138126	13954089	101.02	0	2121
chrUn_KI270522v1	5674	259823	45.79	0	135
chrUn_KI270522v1_region	5674	259823	45.79	0	135
chrUn_KI270511v1	8127	669081	82.33	0	218
chrUn_KI270511v1_region	8127	669081	82.33	0	218
chrUn_KI270515v1	6361	954772	150.10	0	345
chrUn_KI270515v1_region	6361	954772	150.10	0	345
chrUn_KI270507v1	5353	751661	140.42	6	272
chrUn_KI270507v1_region	5353	751661	140.42	6	272
chrUn_KI270517v1	3253	641884	197.32	4	305
chrUn_KI270517v1_region	3253	641884	197.32	4	305
chrUn_KI270529v1	1899	76552	40.31	2	100
chrUn_KI270529v1_region	1899	76552	40.31	2	100
chrUn_KI270528v1	2983	71301	23.90	0	49
chrUn_KI270528v1_region	2983	71301	23.90	0	49
chrUn_KI270530v1	2168	39842	18.38	0	40
chrUn_KI270530v1_region	2168	39842	18.38	0	40
chrUn_KI270539v1	993	15749	15.86	0	40
chrUn_KI270539v1_region	993	15749	15.86	0	40
chrUn_KI270538v1	91309	8685135	95.12	0	1028
chrUn_KI270538v1_region	91309	8685135	95.12	0	1028
chrUn_KI270544v1	1202	204228	169.91	0	500
chrUn_KI270544v1_region	1202	204228	169.91	0	500
chrUn_KI270548v1	1599	24340	15.22	0	31
chrUn_KI270548v1_region	1599	24340	15.22	0	31
chrUn_KI270583v1	1400	183152	130.82	0	187
chrUn_KI270583v1_region	1400	183152	130.82	0	187
chrUn_KI270587v1	2969	567522	191.15	1	313
chrUn_KI270587v1_region	2969	567522	191.15	1	313
chrUn_KI270580v1	1553	212603	136.90	0	218
chrUn_KI270580v1_region	1553	212603	136.90	0	218
chrUn_KI270581v1	7046	273405	38.80	0	89
chrUn_KI270581v1_region	7046	273405	38.80	0	89
chrUn_KI270579v1	31033	1279962	41.25	0	148
chrUn_KI270579v1_region	31033	1279962	41.25	0	148
chrUn_KI270589v1	44474	3850278	86.57	0	1539
chrUn_KI270589v1_region	44474	3850278	86.57	0	1539
chrUn_KI270590v1	4685	996332	212.66	0	792
chrUn_KI270590v1_region	4685	996332	212.66	0	792
chrUn_KI270584v1	4513	660648	146.39	33	292
chrUn_KI270584v1_region	4513	660648	146.39	33	292
chrUn_KI270582v1	6504	283202	43.54	0	99
chrUn_KI270582v1_region	6504	283202	43.54	0	99
chrUn_KI270588v1	6158	913625	148.36	0	320
chrUn_KI270588v1_region	6158	913625	148.36	0	320
chrUn_KI270593v1	3041	257685	84.74	3	167
chrUn_KI270593v1_region	3041	257685	84.74	3	167
chrUn_KI270591v1	5796	1486982	256.55	0	1097
chrUn_KI270591v1_region	5796	1486982	256.55	0	1097
chrUn_KI270330v1	1652	762393	461.50	0	1347
chrUn_KI270330v1_region	1652	762393	461.50	0	1347
chrUn_KI270329v1	1040	39011	37.51	0	66
chrUn_KI270329v1_region	1040	39011	37.51	0	66
chrUn_KI270334v1	1368	31664	23.15	0	49
chrUn_KI270334v1_region	1368	31664	23.15	0	49
chrUn_KI270333v1	2699	7144657	2647.15	21	10679
chrUn_KI270333v1_region	2699	7144657	2647.15	21	10679
chrUn_KI270335v1	1048	23522	22.44	0	44
chrUn_KI270335v1_region	1048	23522	22.44	0	44
chrUn_KI270338v1	1428	22832	15.99	0	37
chrUn_KI270338v1_region	1428	22832	15.99	0	37
chrUn_KI270340v1	1428	39471	27.64	0	51
chrUn_KI270340v1_region	1428	39471	27.64	0	51
chrUn_KI270336v1	1026	1257167	1225.31	36	3257
chrUn_KI270336v1_region	1026	1257167	1225.31	36	3257
chrUn_KI270337v1	1121	6657624	5939.00	8	22557
chrUn_KI270337v1_region	1121	6657624	5939.00	8	22557
chrUn_KI270363v1	1803	57483	31.88	0	73
chrUn_KI270363v1_region	1803	57483	31.88	0	73
chrUn_KI270364v1	2855	95608	33.49	0	81
chrUn_KI270364v1_region	2855	95608	33.49	0	81
chrUn_KI270362v1	3530	85879	24.33	0	57
chrUn_KI270362v1_region	3530	85879	24.33	0	57
chrUn_KI270366v1	8320	307829	37.00	0	118
chrUn_KI270366v1_region	8320	307829	37.00	0	118
chrUn_KI270379v1	1045	14930	14.29	0	23
chrUn_KI270379v1_region	1045	14930	14.29	0	23
chrUn_KI270389v1	1298	9198	7.09	0	20
chrUn_KI270389v1_region	1298	9198	7.09	0	20
chrUn_KI270390v1	2387	6001	2.51	0	12
chrUn_KI270390v1_region	2387	6001	2.51	0	12
chrUn_KI270387v1	1537	31430	20.45	0	47
chrUn_KI270387v1_region	1537	31430	20.45	0	47
chrUn_KI270395v1	1143	94772	82.92	0	196
chrUn_KI270395v1_region	1143	94772	82.92	0	196
chrUn_KI270396v1	1880	13270	7.06	0	40
chrUn_KI270396v1_region	1880	13270	7.06	0	40
chrUn_KI270388v1	1216	336	0.28	0	2
chrUn_KI270388v1_region	1216	336	0.28	0	2
chrUn_KI270394v1	970	4835	4.98	0	14
chrUn_KI270394v1_region	970	4835	4.98	0	14
chrUn_KI270386v1	1788	59137	33.07	0	64
chrUn_KI270386v1_region	1788	59137	33.07	0	64
chrUn_KI270391v1	1484	3522	2.37	0	9
chrUn_KI270391v1_region	1484	3522	2.37	0	9
chrUn_KI270383v1	1750	20073	11.47	0	30
chrUn_KI270383v1_region	1750	20073	11.47	0	30
chrUn_KI270393v1	1308	3464	2.65	0	9
chrUn_KI270393v1_region	1308	3464	2.65	0	9
chrUn_KI270384v1	1658	8344	5.03	0	36
chrUn_KI270384v1_region	1658	8344	5.03	0	36
chrUn_KI270392v1	971	41860	43.11	0	90
chrUn_KI270392v1_region	971	41860	43.11	0	90
chrUn_KI270381v1	1930	42819	22.19	0	46
chrUn_KI270381v1_region	1930	42819	22.19	0	46
chrUn_KI270385v1	990	4376	4.42	0	20
chrUn_KI270385v1_region	990	4376	4.42	0	20
chrUn_KI270382v1	4215	40828	9.69	0	32
chrUn_KI270382v1_region	4215	40828	9.69	0	32
chrUn_KI270376v1	1136	15759	13.87	0	27
chrUn_KI270376v1_region	1136	15759	13.87	0	27
chrUn_KI270374v1	2656	71032	26.74	0	94
chrUn_KI270374v1_region	2656	71032	26.74	0	94
chrUn_KI270372v1	1650	26624	16.14	0	34
chrUn_KI270372v1_region	1650	26624	16.14	0	34
chrUn_KI270373v1	1451	13368	9.21	0	21
chrUn_KI270373v1_region	1451	13368	9.21	0	21
chrUn_KI270375v1	2378	55719	23.43	0	66
chrUn_KI270375v1_region	2378	55719	23.43	0	66
chrUn_KI270371v1	2805	36393	12.97	0	27
chrUn_KI270371v1_region	2805	36393	12.97	0	27
chrUn_KI270448v1	7992	564623	70.65	4	126
chrUn_KI270448v1_region	7992	564623	70.65	4	126
chrUn_KI270521v1	7642	338292	44.27	0	130
chrUn_KI270521v1_region	7642	338292	44.27	0	130
chrUn_GL000195v1	182896	16898777	92.40	0	279
chrUn_GL000195v1_region	182896	16898777	92.40	0	279
chrUn_GL000219v1	179198	11789084	65.79	0	704
chrUn_GL000219v1_region	179198	11789084	65.79	0	704
chrUn_GL000220v1	161802	133491767	825.03	0	7175
chrUn_GL000220v1_region	161802	133491767	825.03	0	7175
chrUn_GL000224v1	179693	40321990	224.39	1	3981
chrUn_GL000224v1_region	179693	40321990	224.39	1	3981
chrUn_KI270741v1	157432	4559584	28.96	0	161
chrUn_KI270741v1_region	157432	4559584	28.96	0	161
chrUn_GL000226v1	15008	20208963	1346.55	1	4953
chrUn_GL000226v1_region	15008	20208963	1346.55	1	4953
chrUn_GL000213v1	164239	2747051	16.73	0	57
chrUn_GL000213v1_region	164239	2747051	16.73	0	57
chrUn_KI270743v1	210658	16818709	79.84	0	414
chrUn_KI270743v1_region	210658	16818709	79.84	0	414
chrUn_KI270744v1	168472	32756142	194.43	0	8056
chrUn_KI270744v1_region	168472	32756142	194.43	0	8056
chrUn_KI270745v1	41891	1305523	31.16	0	93
chrUn_KI270745v1_region	41891	1305523	31.16	0	93
chrUn_KI270746v1	66486	9448897	142.12	0	262
chrUn_KI270746v1_region	66486	9448897	142.12	0	262
chrUn_KI270747v1	198735	4879090	24.55	0	185
chrUn_KI270747v1_region	198735	4879090	24.55	0	185
chrUn_KI270748v1	93321	1880233	20.15	0	151
chrUn_KI270748v1_region	93321	1880233	20.15	0	151
chrUn_KI270749v1	158759	10633675	66.98	0	188
chrUn_KI270749v1_region	158759	10633675	66.98	0	188
chrUn_KI270750v1	148850	11897195	79.93	0	186
chrUn_KI270750v1_region	148850	11897195	79.93	0	186
chrUn_KI270751v1	150742	18614221	123.48	0	1349
chrUn_KI270751v1_region	150742	18614221	123.48	0	1349
chrUn_KI270752v1	27745	180	0.01	0	2
chrUn_KI270752v1_region	27745	180	0.01	0	2
chrUn_KI270753v1	62944	4751822	75.49	0	169
chrUn_KI270753v1_region	62944	4751822	75.49	0	169
chrUn_KI270754v1	40191	8155819	202.93	0	953
chrUn_KI270754v1_region	40191	8155819	202.93	0	953
chrUn_KI270755v1	36723	1175515	32.01	0	74
chrUn_KI270755v1_region	36723	1175515	32.01	0	74
chrUn_KI270756v1	79590	3710290	46.62	0	1027
chrUn_KI270756v1_region	79590	3710290	46.62	0	1027
chrUn_KI270757v1	71251	11100295	155.79	0	4378
chrUn_KI270757v1_region	71251	11100295	155.79	0	4378
chrUn_GL000214v1	137718	27558513	200.11	0	2556
chrUn_GL000214v1_region	137718	27558513	200.11	0	2556
chrUn_KI270742v1	186739	23222307	124.36	0	353
chrUn_KI270742v1_region	186739	23222307	124.36	0	353
chrUn_GL000216v2	176608	51336204	290.68	5	22867
chrUn_GL000216v2_region	176608	51336204	290.68	5	22867
chrUn_GL000218v1	161147	14572096	90.43	3	257
chrUn_GL000218v1_region	161147	14572096	90.43	3	257
chrEBV	171823	23532138	136.96	0	1078
chrEBV_region	171823	23532138	136.96	0	1078
total	3099921493	39403740503	12.71	0	766700
total_region	2889700366	37167057754	12.86	0	766700
