chrom	length	bases	mean	min	max
chr1_KI270713v1_random	40745	3577219	87.80	2	196
chr1_KI270713v1_random_region	40745	3577219	87.80	2	196
chr1_KI270714v1_random	41717	2035068	48.78	0	106
chr1_KI270714v1_random_region	41717	2035068	48.78	0	106
chr2_KI270715v1_random	161471	7480594	46.33	0	356
chr2_KI270715v1_random_region	161471	7480594	46.33	0	356
chr2_KI270716v1_random	153799	5877108	38.21	0	611
chr2_KI270716v1_random_region	153799	5877108	38.21	0	611
chr3_GL000221v1_random	155397	13802371	88.82	0	215
chr3_GL000221v1_random_region	155397	13802371	88.82	0	215
chr4_GL000008v2_random	209709	19901529	94.90	1	2853
chr4_GL000008v2_random_region	209709	19901529	94.90	1	2853
chr5_GL000208v1_random	92689	7470635	80.60	0	575
chr5_GL000208v1_random_region	92689	7470635	80.60	0	575
chr9_KI270717v1_random	40062	1323521	33.04	0	72
chr9_KI270717v1_random_region	40062	1323521	33.04	0	72
chr9_KI270718v1_random	38054	2379104	62.52	0	492
chr9_KI270718v1_random_region	38054	2379104	62.52	0	492
chr9_KI270719v1_random	176845	13764546	77.83	0	492
chr9_KI270719v1_random_region	176845	13764546	77.83	0	492
chr9_KI270720v1_random	39050	2530698	64.81	4	261
chr9_KI270720v1_random_region	39050	2530698	64.81	4	261
chr11_KI270721v1_random	100316	2951270	29.42	0	70
chr11_KI270721v1_random_region	100316	2951270	29.42	0	70
chr14_GL000009v2_random	201709	26003800	128.92	1	374
chr14_GL000009v2_random_region	201709	26003800	128.92	1	374
chr14_GL000225v1_random	211173	88908290	421.02	0	17846
chr14_GL000225v1_random_region	211173	88908290	421.02	0	17846
chr14_KI270722v1_random	194050	8600823	44.32	0	146
chr14_KI270722v1_random_region	194050	8600823	44.32	0	146
chr14_GL000194v1_random	191469	24913282	130.12	0	326
chr14_GL000194v1_random_region	191469	24913282	130.12	0	326
chr14_KI270723v1_random	38115	5376614	141.06	2	3022
chr14_KI270723v1_random_region	38115	5376614	141.06	2	3022
chr14_KI270724v1_random	39555	4494605	113.63	1	2407
chr14_KI270724v1_random_region	39555	4494605	113.63	1	2407
chr14_KI270725v1_random	172810	10053737	58.18	0	239
chr14_KI270725v1_random_region	172810	10053737	58.18	0	239
chr14_KI270726v1_random	43739	5662	0.13	0	4
chr14_KI270726v1_random_region	43739	5662	0.13	0	4
chr15_KI270727v1_random	448248	6341684	14.15	0	127
chr15_KI270727v1_random_region	448248	6341684	14.15	0	127
chr16_KI270728v1_random	1872759	42282701	22.58	0	766
chr16_KI270728v1_random_region	1872759	42282701	22.58	0	766
chr17_GL000205v2_random	185591	20050612	108.04	0	972
chr17_GL000205v2_random_region	185591	20050612	108.04	0	972
chr17_KI270729v1_random	280839	61006664	217.23	0	138624
chr17_KI270729v1_random_region	280839	61006664	217.23	0	138624
chr17_KI270730v1_random	112551	10013250	88.97	0	2322
chr17_KI270730v1_random_region	112551	10013250	88.97	0	2322
chr22_KI270731v1_random	150754	7886944	52.32	0	4185
chr22_KI270731v1_random_region	150754	7886944	52.32	0	4185
chr22_KI270732v1_random	41543	6178343	148.72	2	297
chr22_KI270732v1_random_region	41543	6178343	148.72	2	297
chr22_KI270733v1_random	179772	140895712	783.75	0	8064
chr22_KI270733v1_random_region	179772	140895712	783.75	0	8064
chr22_KI270734v1_random	165050	14609717	88.52	0	19019
chr22_KI270734v1_random_region	165050	14609717	88.52	0	19019
chr22_KI270735v1_random	42811	11131159	260.01	24	15020
chr22_KI270735v1_random_region	42811	11131159	260.01	24	15020
chr22_KI270736v1_random	181920	20579778	113.13	0	4839
chr22_KI270736v1_random_region	181920	20579778	113.13	0	4839
chr22_KI270737v1_random	103838	6553480	63.11	0	12903
chr22_KI270737v1_random_region	103838	6553480	63.11	0	12903
chr22_KI270738v1_random	99375	5653932	56.89	0	200
chr22_KI270738v1_random_region	99375	5653932	56.89	0	200
chr22_KI270739v1_random	73985	1617906	21.87	0	119
chr22_KI270739v1_random_region	73985	1617906	21.87	0	119
chrY_KI270740v1_random	37240	853018	22.91	0	78
chrY_KI270740v1_random_region	0	0	0.00	0	0
chrUn_KI270302v1	2274	73462	32.31	0	111
chrUn_KI270302v1_region	2274	73462	32.31	0	111
chrUn_KI270304v1	2165	52573	24.28	0	77
chrUn_KI270304v1_region	2165	52573	24.28	0	77
chrUn_KI270303v1	1942	298528	153.72	0	888
chrUn_KI270303v1_region	1942	298528	153.72	0	888
chrUn_KI270305v1	1472	72792	49.45	0	157
chrUn_KI270305v1_region	1472	72792	49.45	0	157
chrUn_KI270322v1	21476	449049	20.91	0	385
chrUn_KI270322v1_region	21476	449049	20.91	0	385
chrUn_KI270320v1	4416	1006465	227.91	0	560
chrUn_KI270320v1_region	4416	1006465	227.91	0	560
chrUn_KI270310v1	1201	422793	352.03	0	1355
chrUn_KI270310v1_region	1201	422793	352.03	0	1355
chrUn_KI270316v1	1444	44559	30.86	0	101
chrUn_KI270316v1_region	1444	44559	30.86	0	101
chrUn_KI270315v1	2276	111519	49.00	0	248
chrUn_KI270315v1_region	2276	111519	49.00	0	248
chrUn_KI270312v1	998	48054	48.15	0	149
chrUn_KI270312v1_region	998	48054	48.15	0	149
chrUn_KI270311v1	12399	416400	33.58	0	758
chrUn_KI270311v1_region	12399	416400	33.58	0	758
chrUn_KI270317v1	37690	128015	3.40	0	406
chrUn_KI270317v1_region	37690	128015	3.40	0	406
chrUn_KI270412v1	1179	46308	39.28	0	118
chrUn_KI270412v1_region	1179	46308	39.28	0	118
chrUn_KI270411v1	2646	283048	106.97	0	424
chrUn_KI270411v1_region	2646	283048	106.97	0	424
chrUn_KI270414v1	2489	49108	19.73	0	87
chrUn_KI270414v1_region	2489	49108	19.73	0	87
chrUn_KI270419v1	1029	16314	15.85	0	42
chrUn_KI270419v1_region	1029	16314	15.85	0	42
chrUn_KI270418v1	2145	70612	32.92	0	69
chrUn_KI270418v1_region	2145	70612	32.92	0	69
chrUn_KI270420v1	2321	152090	65.53	1	108
chrUn_KI270420v1_region	2321	152090	65.53	1	108
chrUn_KI270424v1	2140	36526	17.07	0	49
chrUn_KI270424v1_region	2140	36526	17.07	0	49
chrUn_KI270417v1	2043	108334	53.03	21	105
chrUn_KI270417v1_region	2043	108334	53.03	21	105
chrUn_KI270422v1	1445	214891	148.71	6	224
chrUn_KI270422v1_region	1445	214891	148.71	6	224
chrUn_KI270423v1	981	59594	60.75	0	168
chrUn_KI270423v1_region	981	59594	60.75	0	168
chrUn_KI270425v1	1884	16079	8.53	0	42
chrUn_KI270425v1_region	1884	16079	8.53	0	42
chrUn_KI270429v1	1361	190446	139.93	0	219
chrUn_KI270429v1_region	1361	190446	139.93	0	219
chrUn_KI270442v1	392061	52709035	134.44	0	17077
chrUn_KI270442v1_region	392061	52709035	134.44	0	17077
chrUn_KI270466v1	1233	10706630	8683.40	202	21246
chrUn_KI270466v1_region	1233	10706630	8683.40	202	21246
chrUn_KI270465v1	1774	327447	184.58	1	596
chrUn_KI270465v1_region	1774	327447	184.58	1	596
chrUn_KI270467v1	3920	24783149	6322.23	4	25311
chrUn_KI270467v1_region	3920	24783149	6322.23	4	25311
chrUn_KI270435v1	92983	8569186	92.16	12	5200
chrUn_KI270435v1_region	92983	8569186	92.16	12	5200
chrUn_KI270438v1	112505	113625957	1009.96	0	37873
chrUn_KI270438v1_region	112505	113625957	1009.96	0	37873
chrUn_KI270468v1	4055	318746	78.61	4	110
chrUn_KI270468v1_region	4055	318746	78.61	4	110
chrUn_KI270510v1	2415	469091	194.24	16	376
chrUn_KI270510v1_region	2415	469091	194.24	16	376
chrUn_KI270509v1	2318	403141	173.92	11	262
chrUn_KI270509v1_region	2318	403141	173.92	11	262
chrUn_KI270518v1	2186	399096	182.57	1	320
chrUn_KI270518v1_region	2186	399096	182.57	1	320
chrUn_KI270508v1	1951	524108	268.64	1	344
chrUn_KI270508v1_region	1951	524108	268.64	1	344
chrUn_KI270516v1	1300	180263	138.66	10	353
chrUn_KI270516v1_region	1300	180263	138.66	10	353
chrUn_KI270512v1	22689	2013699	88.75	0	1079
chrUn_KI270512v1_region	22689	2013699	88.75	0	1079
chrUn_KI270519v1	138126	14291917	103.47	0	2109
chrUn_KI270519v1_region	138126	14291917	103.47	0	2109
chrUn_KI270522v1	5674	254689	44.89	0	135
chrUn_KI270522v1_region	5674	254689	44.89	0	135
chrUn_KI270511v1	8127	676469	83.24	0	218
chrUn_KI270511v1_region	8127	676469	83.24	0	218
chrUn_KI270515v1	6361	904263	142.16	0	341
chrUn_KI270515v1_region	6361	904263	142.16	0	341
chrUn_KI270507v1	5353	677279	126.52	6	273
chrUn_KI270507v1_region	5353	677279	126.52	6	273
chrUn_KI270517v1	3253	700378	215.30	4	306
chrUn_KI270517v1_region	3253	700378	215.30	4	306
chrUn_KI270529v1	1899	71148	37.47	2	92
chrUn_KI270529v1_region	1899	71148	37.47	2	92
chrUn_KI270528v1	2983	71301	23.90	0	49
chrUn_KI270528v1_region	2983	71301	23.90	0	49
chrUn_KI270530v1	2168	37730	17.40	0	41
chrUn_KI270530v1_region	2168	37730	17.40	0	41
chrUn_KI270539v1	993	14541	14.64	0	40
chrUn_KI270539v1_region	993	14541	14.64	0	40
chrUn_KI270538v1	91309	8375726	91.73	0	1013
chrUn_KI270538v1_region	91309	8375726	91.73	0	1013
chrUn_KI270544v1	1202	203622	169.40	0	497
chrUn_KI270544v1_region	1202	203622	169.40	0	497
chrUn_KI270548v1	1599	23435	14.66	0	31
chrUn_KI270548v1_region	1599	23435	14.66	0	31
chrUn_KI270583v1	1400	209395	149.57	0	206
chrUn_KI270583v1_region	1400	209395	149.57	0	206
chrUn_KI270587v1	2969	421783	142.06	1	228
chrUn_KI270587v1_region	2969	421783	142.06	1	228
chrUn_KI270580v1	1553	187835	120.95	0	175
chrUn_KI270580v1_region	1553	187835	120.95	0	175
chrUn_KI270581v1	7046	284533	40.38	0	149
chrUn_KI270581v1_region	7046	284533	40.38	0	149
chrUn_KI270579v1	31033	1246688	40.17	0	121
chrUn_KI270579v1_region	31033	1246688	40.17	0	121
chrUn_KI270589v1	44474	3781374	85.02	0	1533
chrUn_KI270589v1_region	44474	3781374	85.02	0	1533
chrUn_KI270590v1	4685	1021445	218.02	0	792
chrUn_KI270590v1_region	4685	1021445	218.02	0	792
chrUn_KI270584v1	4513	629669	139.52	33	276
chrUn_KI270584v1_region	4513	629669	139.52	33	276
chrUn_KI270582v1	6504	256942	39.51	0	100
chrUn_KI270582v1_region	6504	256942	39.51	0	100
chrUn_KI270588v1	6158	978556	158.91	0	329
chrUn_KI270588v1_region	6158	978556	158.91	0	329
chrUn_KI270593v1	3041	293680	96.57	3	162
chrUn_KI270593v1_region	3041	293680	96.57	3	162
chrUn_KI270591v1	5796	1471765	253.93	0	1090
chrUn_KI270591v1_region	5796	1471765	253.93	0	1090
chrUn_KI270330v1	1652	718579	434.98	0	1245
chrUn_KI270330v1_region	1652	718579	434.98	0	1245
chrUn_KI270329v1	1040	35991	34.61	0	60
chrUn_KI270329v1_region	1040	35991	34.61	0	60
chrUn_KI270334v1	1368	27134	19.83	0	41
chrUn_KI270334v1_region	1368	27134	19.83	0	41
chrUn_KI270333v1	2699	6644668	2461.90	20	10719
chrUn_KI270333v1_region	2699	6644668	2461.90	20	10719
chrUn_KI270335v1	1048	20502	19.56	0	39
chrUn_KI270335v1_region	1048	20502	19.56	0	39
chrUn_KI270338v1	1428	22832	15.99	0	37
chrUn_KI270338v1_region	1428	22832	15.99	0	37
chrUn_KI270340v1	1428	37357	26.16	0	48
chrUn_KI270340v1_region	1428	37357	26.16	0	48
chrUn_KI270336v1	1026	1256110	1224.28	37	3297
chrUn_KI270336v1_region	1026	1256110	1224.28	37	3297
chrUn_KI270337v1	1121	6964686	6212.92	8	23739
chrUn_KI270337v1_region	1121	6964686	6212.92	8	23739
chrUn_KI270363v1	1803	39070	21.67	0	47
chrUn_KI270363v1_region	1803	39070	21.67	0	47
chrUn_KI270364v1	2855	92591	32.43	0	74
chrUn_KI270364v1_region	2855	92591	32.43	0	74
chrUn_KI270362v1	3530	83161	23.56	0	57
chrUn_KI270362v1_region	3530	83161	23.56	0	57
chrUn_KI270366v1	8320	295149	35.47	0	119
chrUn_KI270366v1_region	8320	295149	35.47	0	119
chrUn_KI270379v1	1045	14930	14.29	0	23
chrUn_KI270379v1_region	1045	14930	14.29	0	23
chrUn_KI270389v1	1298	8594	6.62	0	19
chrUn_KI270389v1_region	1298	8594	6.62	0	19
chrUn_KI270390v1	2387	5699	2.39	0	11
chrUn_KI270390v1_region	2387	5699	2.39	0	11
chrUn_KI270387v1	1537	31430	20.45	0	47
chrUn_KI270387v1_region	1537	31430	20.45	0	47
chrUn_KI270395v1	1143	75148	65.75	0	154
chrUn_KI270395v1_region	1143	75148	65.75	0	154
chrUn_KI270396v1	1880	12666	6.74	0	38
chrUn_KI270396v1_region	1880	12666	6.74	0	38
chrUn_KI270388v1	1216	336	0.28	0	2
chrUn_KI270388v1_region	1216	336	0.28	0	2
chrUn_KI270394v1	970	4835	4.98	0	14
chrUn_KI270394v1_region	970	4835	4.98	0	14
chrUn_KI270386v1	1788	58533	32.74	0	63
chrUn_KI270386v1_region	1788	58533	32.74	0	63
chrUn_KI270391v1	1484	3522	2.37	0	9
chrUn_KI270391v1_region	1484	3522	2.37	0	9
chrUn_KI270383v1	1750	18865	10.78	0	29
chrUn_KI270383v1_region	1750	18865	10.78	0	29
chrUn_KI270393v1	1308	3464	2.65	0	9
chrUn_KI270393v1_region	1308	3464	2.65	0	9
chrUn_KI270384v1	1658	6839	4.12	0	31
chrUn_KI270384v1_region	1658	6839	4.12	0	31
chrUn_KI270392v1	971	36148	37.23	0	80
chrUn_KI270392v1_region	971	36148	37.23	0	80
chrUn_KI270381v1	1930	34081	17.66	0	36
chrUn_KI270381v1_region	1930	34081	17.66	0	36
chrUn_KI270385v1	990	4376	4.42	0	20
chrUn_KI270385v1_region	990	4376	4.42	0	20
chrUn_KI270382v1	4215	55321	13.12	0	43
chrUn_KI270382v1_region	4215	55321	13.12	0	43
chrUn_KI270376v1	1136	13941	12.27	0	25
chrUn_KI270376v1_region	1136	13941	12.27	0	25
chrUn_KI270374v1	2656	70126	26.40	0	94
chrUn_KI270374v1_region	2656	70126	26.40	0	94
chrUn_KI270372v1	1650	26624	16.14	0	34
chrUn_KI270372v1_region	1650	26624	16.14	0	34
chrUn_KI270373v1	1451	13368	9.21	0	21
chrUn_KI270373v1_region	1451	13368	9.21	0	21
chrUn_KI270375v1	2378	55115	23.18	0	66
chrUn_KI270375v1_region	2378	55115	23.18	0	66
chrUn_KI270371v1	2805	36393	12.97	0	27
chrUn_KI270371v1_region	2805	36393	12.97	0	27
chrUn_KI270448v1	7992	583648	73.03	4	126
chrUn_KI270448v1_region	7992	583648	73.03	4	126
chrUn_KI270521v1	7642	339205	44.39	0	122
chrUn_KI270521v1_region	7642	339205	44.39	0	122
chrUn_GL000195v1	182896	15999421	87.48	0	279
chrUn_GL000195v1_region	182896	15999421	87.48	0	279
chrUn_GL000219v1	179198	11694273	65.26	0	689
chrUn_GL000219v1_region	179198	11694273	65.26	0	689
chrUn_GL000220v1	161802	133134836	822.83	0	7285
chrUn_GL000220v1_region	161802	133134836	822.83	0	7285
chrUn_GL000224v1	179693	39427140	219.41	1	3859
chrUn_GL000224v1_region	179693	39427140	219.41	1	3859
chrUn_KI270741v1	157432	4443138	28.22	0	159
chrUn_KI270741v1_region	157432	4443138	28.22	0	159
chrUn_GL000226v1	15008	18785086	1251.67	1	4716
chrUn_GL000226v1_region	15008	18785086	1251.67	1	4716
chrUn_GL000213v1	164239	2768116	16.85	0	50
chrUn_GL000213v1_region	164239	2768116	16.85	0	50
chrUn_KI270743v1	210658	16681607	79.19	0	413
chrUn_KI270743v1_region	210658	16681607	79.19	0	413
chrUn_KI270744v1	168472	32203286	191.15	0	8477
chrUn_KI270744v1_region	168472	32203286	191.15	0	8477
chrUn_KI270745v1	41891	1297978	30.98	0	94
chrUn_KI270745v1_region	41891	1297978	30.98	0	94
chrUn_KI270746v1	66486	9295171	139.81	0	261
chrUn_KI270746v1_region	66486	9295171	139.81	0	261
chrUn_KI270747v1	198735	5276154	26.55	0	205
chrUn_KI270747v1_region	198735	5276154	26.55	0	205
chrUn_KI270748v1	93321	1919515	20.57	0	119
chrUn_KI270748v1_region	93321	1919515	20.57	0	119
chrUn_KI270749v1	158759	10681959	67.28	0	186
chrUn_KI270749v1_region	158759	10681959	67.28	0	186
chrUn_KI270750v1	148850	11860771	79.68	0	170
chrUn_KI270750v1_region	148850	11860771	79.68	0	170
chrUn_KI270751v1	150742	18607015	123.44	0	1355
chrUn_KI270751v1_region	150742	18607015	123.44	0	1355
chrUn_KI270752v1	27745	180	0.01	0	2
chrUn_KI270752v1_region	27745	180	0.01	0	2
chrUn_KI270753v1	62944	4648501	73.85	0	154
chrUn_KI270753v1_region	62944	4648501	73.85	0	154
chrUn_KI270754v1	40191	8103948	201.64	0	945
chrUn_KI270754v1_region	40191	8103948	201.64	0	945
chrUn_KI270755v1	36723	1088691	29.65	0	61
chrUn_KI270755v1_region	36723	1088691	29.65	0	61
chrUn_KI270756v1	79590	3656353	45.94	0	1012
chrUn_KI270756v1_region	79590	3656353	45.94	0	1012
chrUn_KI270757v1	71251	11183233	156.96	0	4376
chrUn_KI270757v1_region	71251	11183233	156.96	0	4376
chrUn_GL000214v1	137718	26741059	194.17	0	2425
chrUn_GL000214v1_region	137718	26741059	194.17	0	2425
chrUn_KI270742v1	186739	23108776	123.75	2	340
chrUn_KI270742v1_region	186739	23108776	123.75	2	340
chrUn_GL000216v2	176608	51366136	290.85	4	23404
chrUn_GL000216v2_region	176608	51366136	290.85	4	23404
chrUn_GL000218v1	161147	14587069	90.52	3	246
chrUn_GL000218v1_region	161147	14587069	90.52	3	246
chrEBV	171823	23297670	135.59	0	1066
chrEBV_region	171823	23297670	135.59	0	1066
total	3099921493	43439905429	14.01	0	854606
total_region	2889700366	41079101465	14.22	0	854606
