chrom	length	bases	mean	min	max
chr1_KI270709v1_random	66860	9576670	143.23	1	837
chr1_KI270709v1_random_region	66860	9576670	143.23	1	837
chr1_KI270710v1_random	40176	195902	4.88	0	9
chr1_KI270710v1_random_region	40176	195902	4.88	0	9
chr1_KI270711v1_random	42210	247741	5.87	1	15
chr1_KI270711v1_random_region	42210	247741	5.87	1	15
chr1_KI270712v1_random	176043	528217	3.00	0	24
chr1_KI270712v1_random_region	176043	528217	3.00	0	24
chr1_KI270713v1_random	40745	318864	7.83	0	18
chr1_KI270713v1_random_region	40745	318864	7.83	0	18
chr1_KI270714v1_random	41717	203901	4.89	1	13
chr1_KI270714v1_random_region	41717	203901	4.89	1	13
chr2_KI270715v1_random	161471	438859	2.72	0	9
chr2_KI270715v1_random_region	161471	438859	2.72	0	9
chr2_KI270716v1_random	153799	230224	1.50	0	10
chr2_KI270716v1_random_region	153799	230224	1.50	0	10
chr3_GL000221v1_random	155397	1247330	8.03	0	25
chr3_GL000221v1_random_region	155397	1247330	8.03	0	25
chr4_GL000008v2_random	209709	2375568	11.33	0	171
chr4_GL000008v2_random_region	209709	2375568	11.33	0	171
chr5_GL000208v1_random	92689	740227	7.99	2	31
chr5_GL000208v1_random_region	92689	740227	7.99	2	31
chr9_KI270717v1_random	40062	128374	3.20	0	6
chr9_KI270717v1_random_region	40062	128374	3.20	0	6
chr9_KI270718v1_random	38054	241561	6.35	0	14
chr9_KI270718v1_random_region	38054	241561	6.35	0	14
chr9_KI270719v1_random	176845	1157433	6.54	0	19
chr9_KI270719v1_random_region	176845	1157433	6.54	0	19
chr9_KI270720v1_random	39050	154521	3.96	1	7
chr9_KI270720v1_random_region	39050	154521	3.96	1	7
chr11_KI270721v1_random	100316	304537	3.04	0	11
chr11_KI270721v1_random_region	100316	304537	3.04	0	11
chr14_GL000009v2_random	201709	2653717	13.16	0	27
chr14_GL000009v2_random_region	201709	2653717	13.16	0	27
chr14_GL000225v1_random	211173	11153946	52.82	0	247
chr14_GL000225v1_random_region	211173	11153946	52.82	0	247
chr14_KI270722v1_random	194050	709087	3.65	0	14
chr14_KI270722v1_random_region	194050	709087	3.65	0	14
chr14_GL000194v1_random	191469	2213340	11.56	1	33
chr14_GL000194v1_random_region	191469	2213340	11.56	1	33
chr14_KI270723v1_random	38115	258840	6.79	0	17
chr14_KI270723v1_random_region	38115	258840	6.79	0	17
chr14_KI270724v1_random	39555	293910	7.43	2	15
chr14_KI270724v1_random_region	39555	293910	7.43	2	15
chr14_KI270725v1_random	172810	875191	5.06	0	18
chr14_KI270725v1_random_region	172810	875191	5.06	0	18
chr14_KI270726v1_random	43739	0	0.00	0	0
chr14_KI270726v1_random_region	43739	0	0.00	0	0
chr15_KI270727v1_random	448248	534982	1.19	0	10
chr15_KI270727v1_random_region	448248	534982	1.19	0	10
chr16_KI270728v1_random	1872759	3467251	1.85	0	24
chr16_KI270728v1_random_region	1872759	3467251	1.85	0	24
chr17_GL000205v2_random	185591	2623661	14.14	0	38
chr17_GL000205v2_random_region	185591	2623661	14.14	0	38
chr17_KI270729v1_random	280839	2932207	10.44	0	280
chr17_KI270729v1_random_region	280839	2932207	10.44	0	280
chr17_KI270730v1_random	112551	799482	7.10	0	39
chr17_KI270730v1_random_region	112551	799482	7.10	0	39
chr22_KI270731v1_random	150754	558735	3.71	0	16
chr22_KI270731v1_random_region	150754	558735	3.71	0	16
chr22_KI270732v1_random	41543	620602	14.94	3	21
chr22_KI270732v1_random_region	41543	620602	14.94	3	21
chr22_KI270733v1_random	179772	16131902	89.74	0	403
chr22_KI270733v1_random_region	179772	16131902	89.74	0	403
chr22_KI270734v1_random	165050	611960	3.71	0	12
chr22_KI270734v1_random_region	165050	611960	3.71	0	12
chr22_KI270735v1_random	42811	472765	11.04	1	22
chr22_KI270735v1_random_region	42811	472765	11.04	1	22
chr22_KI270736v1_random	181920	1293907	7.11	0	69
chr22_KI270736v1_random_region	181920	1293907	7.11	0	69
chr22_KI270737v1_random	103838	266882	2.57	0	7
chr22_KI270737v1_random_region	103838	266882	2.57	0	7
chr22_KI270738v1_random	99375	537287	5.41	0	18
chr22_KI270738v1_random_region	99375	537287	5.41	0	18
chr22_KI270739v1_random	73985	90901	1.23	0	7
chr22_KI270739v1_random_region	73985	90901	1.23	0	7
chrY_KI270740v1_random	37240	118654	3.19	0	5
chrY_KI270740v1_random_region	0	0	0.00	0	0
chrUn_KI270302v1	2274	2274	1.00	1	1
chrUn_KI270302v1_region	2274	2274	1.00	1	1
chrUn_KI270322v1	21476	0	0.00	0	0
chrUn_KI270322v1_region	21476	0	0.00	0	0
chrUn_KI270320v1	4416	42935	9.72	4	12
chrUn_KI270320v1_region	4416	42935	9.72	4	12
chrUn_KI270311v1	12399	16253	1.31	0	11
chrUn_KI270311v1_region	12399	16253	1.31	0	11
chrUn_KI270414v1	2489	0	0.00	0	0
chrUn_KI270414v1_region	2489	0	0.00	0	0
chrUn_KI270419v1	1029	0	0.00	0	0
chrUn_KI270419v1_region	1029	0	0.00	0	0
chrUn_KI270418v1	2145	2032	0.95	0	1
chrUn_KI270418v1_region	2145	2032	0.95	0	1
chrUn_KI270420v1	2321	0	0.00	0	0
chrUn_KI270420v1_region	2321	0	0.00	0	0
chrUn_KI270417v1	2043	6441	3.15	2	4
chrUn_KI270417v1_region	2043	6441	3.15	2	4
chrUn_KI270422v1	1445	5524	3.82	3	4
chrUn_KI270422v1_region	1445	5524	3.82	3	4
chrUn_KI270429v1	1361	1263	0.93	0	1
chrUn_KI270429v1_region	1361	1263	0.93	0	1
chrUn_KI270442v1	392061	4777945	12.19	0	34
chrUn_KI270442v1_region	392061	4777945	12.19	0	34
chrUn_KI270466v1	1233	110386	89.53	12	104
chrUn_KI270466v1_region	1233	110386	89.53	12	104
chrUn_KI270465v1	1774	3548	2.00	2	2
chrUn_KI270465v1_region	1774	3548	2.00	2	2
chrUn_KI270467v1	3920	4763582	1215.20	11	1585
chrUn_KI270467v1_region	3920	4763582	1215.20	11	1585
chrUn_KI270435v1	92983	528925	5.69	0	24
chrUn_KI270435v1_region	92983	528925	5.69	0	24
chrUn_KI270438v1	112505	31532766	280.28	0	3314
chrUn_KI270438v1_region	112505	31532766	280.28	0	3314
chrUn_KI270468v1	4055	22702	5.60	2	7
chrUn_KI270468v1_region	4055	22702	5.60	2	7
chrUn_KI270510v1	2415	38648	16.00	12	19
chrUn_KI270510v1_region	2415	38648	16.00	12	19
chrUn_KI270509v1	2318	10039	4.33	3	6
chrUn_KI270509v1_region	2318	10039	4.33	3	6
chrUn_KI270518v1	2186	4371	2.00	1	2
chrUn_KI270518v1_region	2186	4371	2.00	1	2
chrUn_KI270508v1	1951	47547	24.37	15	26
chrUn_KI270508v1_region	1951	47547	24.37	15	26
chrUn_KI270516v1	1300	13975	10.75	10	11
chrUn_KI270516v1_region	1300	13975	10.75	10	11
chrUn_KI270512v1	22689	170068	7.50	0	14
chrUn_KI270512v1_region	22689	170068	7.50	0	14
chrUn_KI270519v1	138126	1450192	10.50	0	53
chrUn_KI270519v1_region	138126	1450192	10.50	0	53
chrUn_KI270522v1	5674	25900	4.56	3	6
chrUn_KI270522v1_region	5674	25900	4.56	3	6
chrUn_KI270511v1	8127	42952	5.29	0	9
chrUn_KI270511v1_region	8127	42952	5.29	0	9
chrUn_KI270515v1	6361	82054	12.90	4	18
chrUn_KI270515v1_region	6361	82054	12.90	4	18
chrUn_KI270507v1	5353	30105	5.62	2	9
chrUn_KI270507v1_region	5353	30105	5.62	2	9
chrUn_KI270517v1	3253	29409	9.04	6	11
chrUn_KI270517v1_region	3253	29409	9.04	6	11
chrUn_KI270528v1	2983	5877	1.97	0	3
chrUn_KI270528v1_region	2983	5877	1.97	0	3
chrUn_KI270530v1	2168	4336	2.00	2	2
chrUn_KI270530v1_region	2168	4336	2.00	2	2
chrUn_KI270538v1	91309	1215881	13.32	0	64
chrUn_KI270538v1_region	91309	1215881	13.32	0	64
chrUn_KI270544v1	1202	3466	2.88	0	3
chrUn_KI270544v1_region	1202	3466	2.88	0	3
chrUn_KI270583v1	1400	0	0.00	0	0
chrUn_KI270583v1_region	1400	0	0.00	0	0
chrUn_KI270587v1	2969	22413	7.55	5	10
chrUn_KI270587v1_region	2969	22413	7.55	5	10
chrUn_KI270580v1	1553	0	0.00	0	0
chrUn_KI270580v1_region	1553	0	0.00	0	0
chrUn_KI270581v1	7046	4063	0.58	0	2
chrUn_KI270581v1_region	7046	4063	0.58	0	2
chrUn_KI270579v1	31033	81453	2.62	0	6
chrUn_KI270579v1_region	31033	81453	2.62	0	6
chrUn_KI270589v1	44474	213002	4.79	0	27
chrUn_KI270589v1_region	44474	213002	4.79	0	27
chrUn_KI270590v1	4685	74113	15.82	0	25
chrUn_KI270590v1_region	4685	74113	15.82	0	25
chrUn_KI270584v1	4513	22906	5.08	3	7
chrUn_KI270584v1_region	4513	22906	5.08	3	7
chrUn_KI270582v1	6504	18700	2.88	0	4
chrUn_KI270582v1_region	6504	18700	2.88	0	4
chrUn_KI270588v1	6158	35386	5.75	0	10
chrUn_KI270588v1_region	6158	35386	5.75	0	10
chrUn_KI270593v1	3041	4874	1.60	1	2
chrUn_KI270593v1_region	3041	4874	1.60	1	2
chrUn_KI270591v1	5796	81919	14.13	8	19
chrUn_KI270591v1_region	5796	81919	14.13	8	19
chrUn_KI270330v1	1652	1651	1.00	0	1
chrUn_KI270330v1_region	1652	1651	1.00	0	1
chrUn_KI270334v1	1368	2736	2.00	2	2
chrUn_KI270334v1_region	1368	2736	2.00	2	2
chrUn_KI270333v1	2699	377336	139.81	10	154
chrUn_KI270333v1_region	2699	377336	139.81	10	154
chrUn_KI270338v1	1428	0	0.00	0	0
chrUn_KI270338v1_region	1428	0	0.00	0	0
chrUn_KI270336v1	1026	0	0.00	0	0
chrUn_KI270336v1_region	1026	0	0.00	0	0
chrUn_KI270337v1	1121	4170	3.72	0	4
chrUn_KI270337v1_region	1121	4170	3.72	0	4
chrUn_KI270364v1	2855	0	0.00	0	0
chrUn_KI270364v1_region	2855	0	0.00	0	0
chrUn_KI270366v1	8320	11017	1.32	0	2
chrUn_KI270366v1_region	8320	11017	1.32	0	2
chrUn_KI270386v1	1788	0	0.00	0	0
chrUn_KI270386v1_region	1788	0	0.00	0	0
chrUn_KI270392v1	971	3849	3.96	0	4
chrUn_KI270392v1_region	971	3849	3.96	0	4
chrUn_KI270382v1	4215	0	0.00	0	0
chrUn_KI270382v1_region	4215	0	0.00	0	0
chrUn_KI270374v1	2656	0	0.00	0	0
chrUn_KI270374v1_region	2656	0	0.00	0	0
chrUn_KI270371v1	2805	1183	0.42	0	1
chrUn_KI270371v1_region	2805	1183	0.42	0	1
chrUn_KI270448v1	7992	49355	6.18	2	9
chrUn_KI270448v1_region	7992	49355	6.18	2	9
chrUn_KI270521v1	7642	14436	1.89	1	4
chrUn_KI270521v1_region	7642	14436	1.89	1	4
chrUn_GL000195v1	182896	1829817	10.00	0	24
chrUn_GL000195v1_region	182896	1829817	10.00	0	24
chrUn_GL000219v1	179198	1058717	5.91	1	24
chrUn_GL000219v1_region	179198	1058717	5.91	1	24
chrUn_GL000220v1	161802	15726724	97.20	0	576
chrUn_GL000220v1_region	161802	15726724	97.20	0	576
chrUn_GL000224v1	179693	3783677	21.06	1	249
chrUn_GL000224v1_region	179693	3783677	21.06	1	249
chrUn_KI270741v1	157432	329921	2.10	0	9
chrUn_KI270741v1_region	157432	329921	2.10	0	9
chrUn_GL000226v1	15008	1606352	107.03	27	150
chrUn_GL000226v1_region	15008	1606352	107.03	27	150
chrUn_GL000213v1	164239	218851	1.33	0	4
chrUn_GL000213v1_region	164239	218851	1.33	0	4
chrUn_KI270743v1	210658	1286559	6.11	0	17
chrUn_KI270743v1_region	210658	1286559	6.11	0	17
chrUn_KI270744v1	168472	3225910	19.15	0	287
chrUn_KI270744v1_region	168472	3225910	19.15	0	287
chrUn_KI270745v1	41891	23971	0.57	0	2
chrUn_KI270745v1_region	41891	23971	0.57	0	2
chrUn_KI270746v1	66486	835688	12.57	1	26
chrUn_KI270746v1_region	66486	835688	12.57	1	26
chrUn_KI270747v1	198735	497914	2.51	0	11
chrUn_KI270747v1_region	198735	497914	2.51	0	11
chrUn_KI270748v1	93321	167978	1.80	0	6
chrUn_KI270748v1_region	93321	167978	1.80	0	6
chrUn_KI270749v1	158759	1115797	7.03	1	21
chrUn_KI270749v1_region	158759	1115797	7.03	1	21
chrUn_KI270750v1	148850	1231414	8.27	0	18
chrUn_KI270750v1_region	148850	1231414	8.27	0	18
chrUn_KI270751v1	150742	1409271	9.35	0	30
chrUn_KI270751v1_region	150742	1409271	9.35	0	30
chrUn_KI270753v1	62944	449612	7.14	0	17
chrUn_KI270753v1_region	62944	449612	7.14	0	17
chrUn_KI270754v1	40191	881098	21.92	1	50
chrUn_KI270754v1_region	40191	881098	21.92	1	50
chrUn_KI270755v1	36723	97880	2.67	0	6
chrUn_KI270755v1_region	36723	97880	2.67	0	6
chrUn_KI270756v1	79590	351542	4.42	0	24
chrUn_KI270756v1_region	79590	351542	4.42	0	24
chrUn_KI270757v1	71251	1309921	18.38	0	57
chrUn_KI270757v1_region	71251	1309921	18.38	0	57
chrUn_GL000214v1	137718	2758234	20.03	0	141
chrUn_GL000214v1_region	137718	2758234	20.03	0	141
chrUn_KI270742v1	186739	1764260	9.45	0	25
chrUn_KI270742v1_region	186739	1764260	9.45	0	25
chrUn_GL000216v2	176608	4312345	24.42	0	211
chrUn_GL000216v2_region	176608	4312345	24.42	0	211
chrUn_GL000218v1	161147	1224768	7.60	1	18
chrUn_GL000218v1_region	161147	1224768	7.60	1	18
chrEBV	171823	7610024	44.29	23	75
chrEBV_region	171823	7610024	44.29	23	75
total	3099795179	12682379720	4.09	0	4160
total_region	2889574052	12244806274	4.24	0	4160
