chrom	length	bases	mean	min	max
chr1_KI270707v1_random_region	32032	50059	1.56	0	8
chr1_KI270708v1_random	127682	93277	0.73	0	8
chr1_KI270708v1_random_region	127682	93277	0.73	0	8
chr1_KI270709v1_random	66860	1781800	26.65	0	433
chr1_KI270709v1_random_region	66860	1781800	26.65	0	433
chr1_KI270710v1_random	40176	54115	1.35	0	10
chr1_KI270710v1_random_region	40176	54115	1.35	0	10
chr1_KI270711v1_random	42210	96537	2.29	0	18
chr1_KI270711v1_random_region	42210	96537	2.29	0	18
chr1_KI270712v1_random	176043	174533	0.99	0	28
chr1_KI270712v1_random_region	176043	174533	0.99	0	28
chr1_KI270713v1_random	40745	83994	2.06	0	9
chr1_KI270713v1_random_region	40745	83994	2.06	0	9
chr1_KI270714v1_random	41717	48591	1.16	0	8
chr1_KI270714v1_random_region	41717	48591	1.16	0	8
chr2_KI270715v1_random	161471	177288	1.10	0	13
chr2_KI270715v1_random_region	161471	177288	1.10	0	13
chr2_KI270716v1_random	153799	130854	0.85	0	16
chr2_KI270716v1_random_region	153799	130854	0.85	0	16
chr3_GL000221v1_random	155397	336354	2.16	0	17
chr3_GL000221v1_random_region	155397	336354	2.16	0	17
chr4_GL000008v2_random	209709	490733	2.34	0	80
chr4_GL000008v2_random_region	209709	490733	2.34	0	80
chr5_GL000208v1_random	92689	156098	1.68	0	19
chr5_GL000208v1_random_region	92689	156098	1.68	0	19
chr9_KI270717v1_random	40062	33728	0.84	0	5
chr9_KI270717v1_random_region	40062	33728	0.84	0	5
chr9_KI270718v1_random	38054	63408	1.67	0	13
chr9_KI270718v1_random_region	38054	63408	1.67	0	13
chr9_KI270719v1_random	176845	323522	1.83	0	12
chr9_KI270719v1_random_region	176845	323522	1.83	0	12
chr9_KI270720v1_random	39050	74300	1.90	0	9
chr9_KI270720v1_random_region	39050	74300	1.90	0	9
chr11_KI270721v1_random	100316	17583	0.18	0	7
chr11_KI270721v1_random_region	100316	17583	0.18	0	7
chr14_GL000009v2_random	201709	605158	3.00	0	14
chr14_GL000009v2_random_region	201709	605158	3.00	0	14
chr14_GL000225v1_random	211173	2324799	11.01	0	546
chr14_GL000225v1_random_region	211173	2324799	11.01	0	546
chr14_KI270722v1_random	194050	142379	0.73	0	8
chr14_KI270722v1_random_region	194050	142379	0.73	0	8
chr14_GL000194v1_random	191469	620253	3.24	0	15
chr14_GL000194v1_random_region	191469	620253	3.24	0	15
chr14_KI270723v1_random	38115	134808	3.54	0	82
chr14_KI270723v1_random_region	38115	134808	3.54	0	82
chr14_KI270724v1_random	39555	97023	2.45	0	67
chr14_KI270724v1_random_region	39555	97023	2.45	0	67
chr14_KI270725v1_random	172810	230081	1.33	0	11
chr14_KI270725v1_random_region	172810	230081	1.33	0	11
chr14_KI270726v1_random	43739	302	0.01	0	1
chr14_KI270726v1_random_region	43739	302	0.01	0	1
chr15_KI270727v1_random	448248	99180	0.22	0	6
chr15_KI270727v1_random_region	448248	99180	0.22	0	6
chr16_KI270728v1_random	1872759	843945	0.45	0	28
chr16_KI270728v1_random_region	1872759	843945	0.45	0	28
chr17_GL000205v2_random	185591	324402	1.75	0	24
chr17_GL000205v2_random_region	185591	324402	1.75	0	24
chr17_KI270729v1_random	280839	1838513	6.55	0	5265
chr17_KI270729v1_random_region	280839	1838513	6.55	0	5265
chr17_KI270730v1_random	112551	245529	2.18	0	55
chr17_KI270730v1_random_region	112551	245529	2.18	0	55
chr22_KI270731v1_random	150754	191813	1.27	0	117
chr22_KI270731v1_random_region	150754	191813	1.27	0	117
chr22_KI270732v1_random	41543	159608	3.84	0	14
chr22_KI270732v1_random_region	41543	159608	3.84	0	14
chr22_KI270733v1_random	179772	3410735	18.97	0	179
chr22_KI270733v1_random_region	179772	3410735	18.97	0	179
chr22_KI270734v1_random	165050	422563	2.56	0	755
chr22_KI270734v1_random_region	165050	422563	2.56	0	755
chr22_KI270735v1_random	42811	308456	7.21	0	448
chr22_KI270735v1_random_region	42811	308456	7.21	0	448
chr22_KI270736v1_random	181920	520563	2.86	0	117
chr22_KI270736v1_random_region	181920	520563	2.86	0	117
chr22_KI270737v1_random	103838	165736	1.60	0	328
chr22_KI270737v1_random_region	103838	165736	1.60	0	328
chr22_KI270738v1_random	99375	131106	1.32	0	13
chr22_KI270738v1_random_region	99375	131106	1.32	0	13
chr22_KI270739v1_random	73985	36528	0.49	0	5
chr22_KI270739v1_random_region	73985	36528	0.49	0	5
chrY_KI270740v1_random	37240	23302	0.63	0	5
chrY_KI270740v1_random_region	0	0	0.00	0	0
chrUn_KI270302v1	2274	2412	1.06	0	6
chrUn_KI270302v1_region	2274	2412	1.06	0	6
chrUn_KI270304v1	2165	603	0.28	0	2
chrUn_KI270304v1_region	2165	603	0.28	0	2
chrUn_KI270303v1	1942	6795	3.50	0	24
chrUn_KI270303v1_region	1942	6795	3.50	0	24
chrUn_KI270305v1	1472	2415	1.64	0	8
chrUn_KI270305v1_region	1472	2415	1.64	0	8
chrUn_KI270322v1	21476	11547	0.54	0	14
chrUn_KI270322v1_region	21476	11547	0.54	0	14
chrUn_KI270320v1	4416	30988	7.02	0	24
chrUn_KI270320v1_region	4416	30988	7.02	0	24
chrUn_KI270310v1	1201	13260	11.04	0	45
chrUn_KI270310v1_region	1201	13260	11.04	0	45
chrUn_KI270316v1	1444	977	0.68	0	4
chrUn_KI270316v1_region	1444	977	0.68	0	4
chrUn_KI270315v1	2276	3018	1.33	0	7
chrUn_KI270315v1_region	2276	3018	1.33	0	7
chrUn_KI270312v1	998	1346	1.35	0	6
chrUn_KI270312v1_region	998	1346	1.35	0	6
chrUn_KI270311v1	12399	10517	0.85	0	18
chrUn_KI270311v1_region	12399	10517	0.85	0	18
chrUn_KI270317v1	37690	2555	0.07	0	5
chrUn_KI270317v1_region	37690	2555	0.07	0	5
chrUn_KI270412v1	1179	2420	2.05	0	8
chrUn_KI270412v1_region	1179	2420	2.05	0	8
chrUn_KI270411v1	2646	9057	3.42	0	18
chrUn_KI270411v1_region	2646	9057	3.42	0	18
chrUn_KI270414v1	2489	2109	0.85	0	6
chrUn_KI270414v1_region	2489	2109	0.85	0	6
chrUn_KI270419v1	1029	1171	1.14	0	4
chrUn_KI270419v1_region	1029	1171	1.14	0	4
chrUn_KI270418v1	2145	2030	0.95	0	3
chrUn_KI270418v1_region	2145	2030	0.95	0	3
chrUn_KI270420v1	2321	8133	3.50	0	11
chrUn_KI270420v1_region	2321	8133	3.50	0	11
chrUn_KI270424v1	2140	1661	0.78	0	3
chrUn_KI270424v1_region	2140	1661	0.78	0	3
chrUn_KI270422v1	1445	5858	4.05	1	9
chrUn_KI270422v1_region	1445	5858	4.05	1	9
chrUn_KI270423v1	981	2864	2.92	0	10
chrUn_KI270423v1_region	981	2864	2.92	0	10
chrUn_KI270425v1	1884	302	0.16	0	1
chrUn_KI270425v1_region	1884	302	0.16	0	1
chrUn_KI270429v1	1361	7085	5.21	0	13
chrUn_KI270429v1_region	1361	7085	5.21	0	13
chrUn_KI270442v1	392061	1314507	3.35	0	401
chrUn_KI270442v1_region	392061	1314507	3.35	0	401
chrUn_KI270466v1	1233	329002	266.83	3	599
chrUn_KI270466v1_region	1233	329002	266.83	3	599
chrUn_KI270465v1	1774	11131	6.27	0	22
chrUn_KI270465v1_region	1774	11131	6.27	0	22
chrUn_KI270467v1	3920	850270	216.91	0	811
chrUn_KI270467v1_region	3920	850270	216.91	0	811
chrUn_KI270435v1	92983	218987	2.36	0	120
chrUn_KI270435v1_region	92983	218987	2.36	0	120
chrUn_KI270438v1	112505	4062793	36.11	0	1366
chrUn_KI270438v1_region	112505	4062793	36.11	0	1366
chrUn_KI270468v1	4055	9953	2.45	0	5
chrUn_KI270468v1_region	4055	9953	2.45	0	5
chrUn_KI270510v1	2415	10465	4.33	0	12
chrUn_KI270510v1_region	2415	10465	4.33	0	12
chrUn_KI270509v1	2318	12861	5.55	0	15
chrUn_KI270509v1_region	2318	12861	5.55	0	15
chrUn_KI270518v1	2186	11524	5.27	0	13
chrUn_KI270518v1_region	2186	11524	5.27	0	13
chrUn_KI270508v1	1951	14001	7.18	0	17
chrUn_KI270508v1_region	1951	14001	7.18	0	17
chrUn_KI270512v1	22689	51498	2.27	0	27
chrUn_KI270512v1_region	22689	51498	2.27	0	27
chrUn_KI270519v1	138126	370423	2.68	0	73
chrUn_KI270519v1_region	138126	370423	2.68	0	73
chrUn_KI270522v1	5674	1963	0.35	0	4
chrUn_KI270522v1_region	5674	1963	0.35	0	4
chrUn_KI270511v1	8127	14768	1.82	0	7
chrUn_KI270511v1_region	8127	14768	1.82	0	7
chrUn_KI270515v1	6361	29509	4.64	0	13
chrUn_KI270515v1_region	6361	29509	4.64	0	13
chrUn_KI270507v1	5353	21868	4.09	0	12
chrUn_KI270507v1_region	5353	21868	4.09	0	12
chrUn_KI270517v1	3253	18207	5.60	0	12
chrUn_KI270517v1_region	3253	18207	5.60	0	12
chrUn_KI270529v1	1899	2718	1.43	0	5
chrUn_KI270529v1_region	1899	2718	1.43	0	5
chrUn_KI270528v1	2983	1688	0.57	0	3
chrUn_KI270528v1_region	2983	1688	0.57	0	3
chrUn_KI270530v1	2168	741	0.34	0	1
chrUn_KI270530v1_region	2168	741	0.34	0	1
chrUn_KI270539v1	993	303	0.31	0	1
chrUn_KI270539v1_region	993	303	0.31	0	1
chrUn_KI270538v1	91309	204029	2.23	0	43
chrUn_KI270538v1_region	91309	204029	2.23	0	43
chrUn_KI270544v1	1202	6567	5.46	0	14
chrUn_KI270544v1_region	1202	6567	5.46	0	14
chrUn_KI270548v1	1599	604	0.38	0	2
chrUn_KI270548v1_region	1599	604	0.38	0	2
chrUn_KI270583v1	1400	7239	5.17	0	13
chrUn_KI270583v1_region	1400	7239	5.17	0	13
chrUn_KI270587v1	2969	15779	5.31	0	13
chrUn_KI270587v1_region	2969	15779	5.31	0	13
chrUn_KI270580v1	1553	7028	4.53	0	10
chrUn_KI270580v1_region	1553	7028	4.53	0	10
chrUn_KI270581v1	7046	9130	1.30	0	5
chrUn_KI270581v1_region	7046	9130	1.30	0	5
chrUn_KI270579v1	31033	38770	1.25	0	8
chrUn_KI270579v1_region	31033	38770	1.25	0	8
chrUn_KI270589v1	44474	109672	2.47	0	42
chrUn_KI270589v1_region	44474	109672	2.47	0	42
chrUn_KI270590v1	4685	30124	6.43	0	19
chrUn_KI270590v1_region	4685	30124	6.43	0	19
chrUn_KI270584v1	4513	19192	4.25	0	11
chrUn_KI270584v1_region	4513	19192	4.25	0	11
chrUn_KI270582v1	6504	7584	1.17	0	5
chrUn_KI270582v1_region	6504	7584	1.17	0	5
chrUn_KI270588v1	6158	30187	4.90	0	16
chrUn_KI270588v1_region	6158	30187	4.90	0	16
chrUn_KI270593v1	3041	9160	3.01	0	9
chrUn_KI270593v1_region	3041	9160	3.01	0	9
chrUn_KI270591v1	5796	35868	6.19	0	31
chrUn_KI270591v1_region	5796	35868	6.19	0	31
chrUn_KI270330v1	1652	22317	13.51	0	38
chrUn_KI270330v1_region	1652	22317	13.51	0	38
chrUn_KI270329v1	1040	453	0.44	0	2
chrUn_KI270329v1_region	1040	453	0.44	0	2
chrUn_KI270333v1	2699	206377	76.46	0	317
chrUn_KI270333v1_region	2699	206377	76.46	0	317
chrUn_KI270335v1	1048	903	0.86	0	2
chrUn_KI270335v1_region	1048	903	0.86	0	2
chrUn_KI270338v1	1428	302	0.21	0	1
chrUn_KI270338v1_region	1428	302	0.21	0	1
chrUn_KI270340v1	1428	604	0.42	0	2
chrUn_KI270340v1_region	1428	604	0.42	0	2
chrUn_KI270336v1	1026	33645	32.79	0	90
chrUn_KI270336v1_region	1026	33645	32.79	0	90
chrUn_KI270337v1	1121	229642	204.85	0	887
chrUn_KI270337v1_region	1121	229642	204.85	0	887
chrUn_KI270363v1	1803	2600	1.44	0	6
chrUn_KI270363v1_region	1803	2600	1.44	0	6
chrUn_KI270364v1	2855	2109	0.74	0	3
chrUn_KI270364v1_region	2855	2109	0.74	0	3
chrUn_KI270362v1	3530	3261	0.92	0	5
chrUn_KI270362v1_region	3530	3261	0.92	0	5
chrUn_KI270366v1	8320	11801	1.42	0	6
chrUn_KI270366v1_region	8320	11801	1.42	0	6
chrUn_KI270379v1	1045	604	0.58	0	2
chrUn_KI270379v1_region	1045	604	0.58	0	2
chrUn_KI270389v1	1298	302	0.23	0	1
chrUn_KI270389v1_region	1298	302	0.23	0	1
chrUn_KI270387v1	1537	302	0.20	0	1
chrUn_KI270387v1_region	1537	302	0.20	0	1
chrUn_KI270395v1	1143	3020	2.64	0	11
chrUn_KI270395v1_region	1143	3020	2.64	0	11
chrUn_KI270396v1	1880	283	0.15	0	1
chrUn_KI270396v1_region	1880	283	0.15	0	1
chrUn_KI270394v1	970	297	0.31	0	1
chrUn_KI270394v1_region	970	297	0.31	0	1
chrUn_KI270386v1	1788	2114	1.18	0	4
chrUn_KI270386v1_region	1788	2114	1.18	0	4
chrUn_KI270391v1	1484	301	0.20	0	1
chrUn_KI270391v1_region	1484	301	0.20	0	1
chrUn_KI270383v1	1750	906	0.52	0	2
chrUn_KI270383v1_region	1750	906	0.52	0	2
chrUn_KI270384v1	1658	452	0.27	0	2
chrUn_KI270384v1_region	1658	452	0.27	0	2
chrUn_KI270392v1	971	819	0.84	0	4
chrUn_KI270392v1_region	971	819	0.84	0	4
chrUn_KI270381v1	1930	2087	1.08	0	5
chrUn_KI270381v1_region	1930	2087	1.08	0	5
chrUn_KI270385v1	990	300	0.30	0	2
chrUn_KI270385v1_region	990	300	0.30	0	2
chrUn_KI270382v1	4215	1800	0.43	0	4
chrUn_KI270382v1_region	4215	1800	0.43	0	4
chrUn_KI270376v1	1136	302	0.27	0	1
chrUn_KI270376v1_region	1136	302	0.27	0	1
chrUn_KI270374v1	2656	2310	0.87	0	4
chrUn_KI270374v1_region	2656	2310	0.87	0	4
chrUn_KI270372v1	1650	1510	0.92	0	4
chrUn_KI270372v1_region	1650	1510	0.92	0	4
chrUn_KI270375v1	2378	151	0.06	0	1
chrUn_KI270375v1_region	2378	151	0.06	0	1
chrUn_KI270371v1	2805	1352	0.48	0	2
chrUn_KI270371v1_region	2805	1352	0.48	0	2
chrUn_KI270448v1	7992	18751	2.35	0	7
chrUn_KI270448v1_region	7992	18751	2.35	0	7
chrUn_KI270521v1	7642	7535	0.99	0	5
chrUn_KI270521v1_region	7642	7535	0.99	0	5
chrUn_GL000195v1	182896	300966	1.65	0	14
chrUn_GL000195v1_region	182896	300966	1.65	0	14
chrUn_GL000219v1	179198	289160	1.61	0	19
chrUn_GL000219v1_region	179198	289160	1.61	0	19
chrUn_GL000220v1	161802	3260899	20.15	0	207
chrUn_GL000220v1_region	161802	3260899	20.15	0	207
chrUn_GL000224v1	179693	881983	4.91	0	113
chrUn_GL000224v1_region	179693	881983	4.91	0	113
chrUn_KI270741v1	157432	72746	0.46	0	7
chrUn_KI270741v1_region	157432	72746	0.46	0	7
chrUn_GL000226v1	15008	593529	39.55	0	140
chrUn_GL000226v1_region	15008	593529	39.55	0	140
chrUn_GL000213v1	164239	55525	0.34	0	5
chrUn_GL000213v1_region	164239	55525	0.34	0	5
chrUn_KI270743v1	210658	440076	2.09	0	23
chrUn_KI270743v1_region	210658	440076	2.09	0	23
chrUn_KI270744v1	168472	874169	5.19	0	281
chrUn_KI270744v1_region	168472	874169	5.19	0	281
chrUn_KI270745v1	41891	33814	0.81	0	6
chrUn_KI270745v1_region	41891	33814	0.81	0	6
chrUn_KI270746v1	66486	242541	3.65	0	14
chrUn_KI270746v1_region	66486	242541	3.65	0	14
chrUn_KI270747v1	198735	123636	0.62	0	7
chrUn_KI270747v1_region	198735	123636	0.62	0	7
chrUn_KI270748v1	93321	46765	0.50	0	5
chrUn_KI270748v1_region	93321	46765	0.50	0	5
chrUn_KI270749v1	158759	230865	1.45	0	8
chrUn_KI270749v1_region	158759	230865	1.45	0	8
chrUn_KI270750v1	148850	227192	1.53	0	12
chrUn_KI270750v1_region	148850	227192	1.53	0	12
chrUn_KI270751v1	150742	506802	3.36	0	40
chrUn_KI270751v1_region	150742	506802	3.36	0	40
chrUn_KI270753v1	62944	99300	1.58	0	8
chrUn_KI270753v1_region	62944	99300	1.58	0	8
chrUn_KI270754v1	40191	187725	4.67	0	28
chrUn_KI270754v1_region	40191	187725	4.67	0	28
chrUn_KI270755v1	36723	23678	0.64	0	6
chrUn_KI270755v1_region	36723	23678	0.64	0	6
chrUn_KI270756v1	79590	88575	1.11	0	31
chrUn_KI270756v1_region	79590	88575	1.11	0	31
chrUn_KI270757v1	71251	259251	3.64	0	105
chrUn_KI270757v1_region	71251	259251	3.64	0	105
chrUn_GL000214v1	137718	664788	4.83	0	62
chrUn_GL000214v1_region	137718	664788	4.83	0	62
chrUn_KI270742v1	186739	608462	3.26	0	16
chrUn_KI270742v1_region	186739	608462	3.26	0	16
chrUn_GL000216v2	176608	1357779	7.69	0	690
chrUn_GL000216v2_region	176608	1357779	7.69	0	690
chrUn_GL000218v1	161147	350947	2.18	0	12
chrUn_GL000218v1_region	161147	350947	2.18	0	12
chrEBV	171823	503907	2.93	0	37
chrEBV_region	171823	503907	2.93	0	37
total	3099882675	850443526	0.27	0	17277
total_region	2889661548	802924383	0.28	0	17277
