chrom	length	bases	mean	min	max
chr1_KI270711v1_random_region	42210	1015723	24.06	0	102
chr1_KI270712v1_random	176043	1638884	9.31	0	222
chr1_KI270712v1_random_region	176043	1638884	9.31	0	222
chr1_KI270713v1_random	40745	888886	21.82	0	53
chr1_KI270713v1_random_region	40745	888886	21.82	0	53
chr1_KI270714v1_random	41717	483376	11.59	0	26
chr1_KI270714v1_random_region	41717	483376	11.59	0	26
chr2_KI270715v1_random	161471	1809669	11.21	0	84
chr2_KI270715v1_random_region	161471	1809669	11.21	0	84
chr2_KI270716v1_random	153799	1424996	9.27	0	148
chr2_KI270716v1_random_region	153799	1424996	9.27	0	148
chr3_GL000221v1_random	155397	3508681	22.58	0	68
chr3_GL000221v1_random_region	155397	3508681	22.58	0	68
chr4_GL000008v2_random	209709	4995631	23.82	0	772
chr4_GL000008v2_random_region	209709	4995631	23.82	0	772
chr5_GL000208v1_random	92689	1864976	20.12	0	155
chr5_GL000208v1_random_region	92689	1864976	20.12	0	155
chr9_KI270717v1_random	40062	332272	8.29	0	24
chr9_KI270717v1_random_region	40062	332272	8.29	0	24
chr9_KI270718v1_random	38054	614423	16.15	0	130
chr9_KI270718v1_random_region	38054	614423	16.15	0	130
chr9_KI270719v1_random	176845	3388066	19.16	0	148
chr9_KI270719v1_random_region	176845	3388066	19.16	0	148
chr9_KI270720v1_random	39050	659395	16.89	2	71
chr9_KI270720v1_random_region	39050	659395	16.89	2	71
chr11_KI270721v1_random	100316	691885	6.90	0	25
chr11_KI270721v1_random_region	100316	691885	6.90	0	25
chr14_GL000009v2_random	201709	6566670	32.56	0	89
chr14_GL000009v2_random_region	201709	6566670	32.56	0	89
chr14_GL000225v1_random	211173	22516213	106.62	0	4743
chr14_GL000225v1_random_region	211173	22516213	106.62	0	4743
chr14_KI270722v1_random	194050	2063000	10.63	0	47
chr14_KI270722v1_random_region	194050	2063000	10.63	0	47
chr14_GL000194v1_random	191469	6174921	32.25	0	82
chr14_GL000194v1_random_region	191469	6174921	32.25	0	82
chr14_KI270723v1_random	38115	1356601	35.59	1	754
chr14_KI270723v1_random_region	38115	1356601	35.59	1	754
chr14_KI270724v1_random	39555	1097371	27.74	0	570
chr14_KI270724v1_random_region	39555	1097371	27.74	0	570
chr14_KI270725v1_random	172810	2471949	14.30	0	77
chr14_KI270725v1_random_region	172810	2471949	14.30	0	77
chr14_KI270726v1_random	43739	1208	0.03	0	3
chr14_KI270726v1_random_region	43739	1208	0.03	0	3
chr15_KI270727v1_random	448248	1556798	3.47	0	29
chr15_KI270727v1_random_region	448248	1556798	3.47	0	29
chr16_KI270728v1_random	1872759	10083984	5.38	0	193
chr16_KI270728v1_random_region	1872759	10083984	5.38	0	193
chr17_GL000205v2_random	185591	5017382	27.03	0	252
chr17_GL000205v2_random_region	185591	5017382	27.03	0	252
chr17_KI270729v1_random	280839	16638395	59.25	0	42498
chr17_KI270729v1_random_region	280839	16638395	59.25	0	42498
chr17_KI270730v1_random	112551	2439318	21.67	0	591
chr17_KI270730v1_random_region	112551	2439318	21.67	0	591
chr22_KI270731v1_random	150754	1930345	12.80	0	1092
chr22_KI270731v1_random_region	150754	1930345	12.80	0	1092
chr22_KI270732v1_random	41543	1504495	36.22	0	93
chr22_KI270732v1_random_region	41543	1504495	36.22	0	93
chr22_KI270733v1_random	179772	34633317	192.65	0	2048
chr22_KI270733v1_random_region	179772	34633317	192.65	0	2048
chr22_KI270734v1_random	165050	4177273	25.31	0	6347
chr22_KI270734v1_random_region	165050	4177273	25.31	0	6347
chr22_KI270735v1_random	42811	2747266	64.17	7	3745
chr22_KI270735v1_random_region	42811	2747266	64.17	7	3745
chr22_KI270736v1_random	181920	5172292	28.43	0	1165
chr22_KI270736v1_random_region	181920	5172292	28.43	0	1165
chr22_KI270737v1_random	103838	1575628	15.17	0	3093
chr22_KI270737v1_random_region	103838	1575628	15.17	0	3093
chr22_KI270738v1_random	99375	1406691	14.16	0	59
chr22_KI270738v1_random_region	99375	1406691	14.16	0	59
chr22_KI270739v1_random	73985	447340	6.05	0	36
chr22_KI270739v1_random_region	73985	447340	6.05	0	36
chrY_KI270740v1_random	37240	198754	5.34	0	20
chrY_KI270740v1_random_region	0	0	0.00	0	0
chrUn_KI270302v1	2274	20190	8.88	0	32
chrUn_KI270302v1_region	2274	20190	8.88	0	32
chrUn_KI270304v1	2165	12101	5.59	0	19
chrUn_KI270304v1_region	2165	12101	5.59	0	19
chrUn_KI270303v1	1942	70586	36.35	0	218
chrUn_KI270303v1_region	1942	70586	36.35	0	218
chrUn_KI270305v1	1472	22459	15.26	0	52
chrUn_KI270305v1_region	1472	22459	15.26	0	52
chrUn_KI270322v1	21476	81477	3.79	0	70
chrUn_KI270322v1_region	21476	81477	3.79	0	70
chrUn_KI270320v1	4416	269613	61.05	0	133
chrUn_KI270320v1_region	4416	269613	61.05	0	133
chrUn_KI270310v1	1201	106071	88.32	0	326
chrUn_KI270310v1_region	1201	106071	88.32	0	326
chrUn_KI270316v1	1444	11464	7.94	0	28
chrUn_KI270316v1_region	1444	11464	7.94	0	28
chrUn_KI270315v1	2276	30046	13.20	0	67
chrUn_KI270315v1_region	2276	30046	13.20	0	67
chrUn_KI270312v1	998	14901	14.93	0	42
chrUn_KI270312v1_region	998	14901	14.93	0	42
chrUn_KI270311v1	12399	115344	9.30	0	197
chrUn_KI270311v1_region	12399	115344	9.30	0	197
chrUn_KI270317v1	37690	30370	0.81	0	95
chrUn_KI270317v1_region	37690	30370	0.81	0	95
chrUn_KI270412v1	1179	12384	10.50	0	28
chrUn_KI270412v1_region	1179	12384	10.50	0	28
chrUn_KI270411v1	2646	71256	26.93	0	109
chrUn_KI270411v1_region	2646	71256	26.93	0	109
chrUn_KI270414v1	2489	14232	5.72	0	21
chrUn_KI270414v1_region	2489	14232	5.72	0	21
chrUn_KI270419v1	1029	7172	6.97	0	16
chrUn_KI270419v1_region	1029	7172	6.97	0	16
chrUn_KI270418v1	2145	22392	10.44	0	20
chrUn_KI270418v1_region	2145	22392	10.44	0	20
chrUn_KI270420v1	2321	42399	18.27	0	40
chrUn_KI270420v1_region	2321	42399	18.27	0	40
chrUn_KI270424v1	2140	8908	4.16	0	15
chrUn_KI270424v1_region	2140	8908	4.16	0	15
chrUn_KI270417v1	2043	25521	12.49	4	24
chrUn_KI270417v1_region	2043	25521	12.49	4	24
chrUn_KI270422v1	1445	57497	39.79	3	65
chrUn_KI270422v1_region	1445	57497	39.79	3	65
chrUn_KI270423v1	981	16285	16.60	0	44
chrUn_KI270423v1_region	981	16285	16.60	0	44
chrUn_KI270425v1	1884	3766	2.00	0	13
chrUn_KI270425v1_region	1884	3766	2.00	0	13
chrUn_KI270429v1	1361	55752	40.96	0	74
chrUn_KI270429v1_region	1361	55752	40.96	0	74
chrUn_KI270442v1	392061	13375466	34.12	0	4088
chrUn_KI270442v1_region	392061	13375466	34.12	0	4088
chrUn_KI270466v1	1233	2913872	2363.24	48	5632
chrUn_KI270466v1_region	1233	2913872	2363.24	48	5632
chrUn_KI270465v1	1774	99422	56.04	0	177
chrUn_KI270465v1_region	1774	99422	56.04	0	177
chrUn_KI270467v1	3920	6991871	1783.64	0	6942
chrUn_KI270467v1_region	3920	6991871	1783.64	0	6942
chrUn_KI270435v1	92983	2164797	23.28	0	1216
chrUn_KI270435v1_region	92983	2164797	23.28	0	1216
chrUn_KI270438v1	112505	33409948	296.96	0	11497
chrUn_KI270438v1_region	112505	33409948	296.96	0	11497
chrUn_KI270468v1	4055	79473	19.60	0	34
chrUn_KI270468v1_region	4055	79473	19.60	0	34
chrUn_KI270510v1	2415	115745	47.93	4	97
chrUn_KI270510v1_region	2415	115745	47.93	4	97
chrUn_KI270509v1	2318	102738	44.32	3	71
chrUn_KI270509v1_region	2318	102738	44.32	3	71
chrUn_KI270518v1	2186	111558	51.03	1	97
chrUn_KI270518v1_region	2186	111558	51.03	1	97
chrUn_KI270508v1	1951	135676	69.54	0	93
chrUn_KI270508v1_region	1951	135676	69.54	0	93
chrUn_KI270516v1	1300	60495	46.53	3	109
chrUn_KI270516v1_region	1300	60495	46.53	3	109
chrUn_KI270512v1	22689	516770	22.78	0	284
chrUn_KI270512v1_region	22689	516770	22.78	0	284
chrUn_KI270519v1	138126	3486993	25.25	0	533
chrUn_KI270519v1_region	138126	3486993	25.25	0	533
chrUn_KI270522v1	5674	61404	10.82	0	39
chrUn_KI270522v1_region	5674	61404	10.82	0	39
chrUn_KI270511v1	8127	170380	20.96	0	58
chrUn_KI270511v1_region	8127	170380	20.96	0	58
chrUn_KI270515v1	6361	282412	44.40	1	112
chrUn_KI270515v1_region	6361	282412	44.40	1	112
chrUn_KI270507v1	5353	197758	36.94	2	70
chrUn_KI270507v1_region	5353	197758	36.94	2	70
chrUn_KI270517v1	3253	166476	51.18	1	85
chrUn_KI270517v1_region	3253	166476	51.18	1	85
chrUn_KI270529v1	1899	21685	11.42	0	30
chrUn_KI270529v1_region	1899	21685	11.42	0	30
chrUn_KI270528v1	2983	18903	6.34	0	17
chrUn_KI270528v1_region	2983	18903	6.34	0	17
chrUn_KI270530v1	2168	13687	6.31	0	17
chrUn_KI270530v1_region	2168	13687	6.31	0	17
chrUn_KI270539v1	993	2151	2.17	0	5
chrUn_KI270539v1_region	993	2151	2.17	0	5
chrUn_KI270538v1	91309	2173664	23.81	0	245
chrUn_KI270538v1_region	91309	2173664	23.81	0	245
chrUn_KI270544v1	1202	50512	42.02	0	132
chrUn_KI270544v1_region	1202	50512	42.02	0	132
chrUn_KI270548v1	1599	6791	4.25	0	13
chrUn_KI270548v1_region	1599	6791	4.25	0	13
chrUn_KI270583v1	1400	55681	39.77	0	60
chrUn_KI270583v1_region	1400	55681	39.77	0	60
chrUn_KI270587v1	2969	144221	48.58	0	96
chrUn_KI270587v1_region	2969	144221	48.58	0	96
chrUn_KI270580v1	1553	53164	34.23	0	57
chrUn_KI270580v1_region	1553	53164	34.23	0	57
chrUn_KI270581v1	7046	72458	10.28	0	30
chrUn_KI270581v1_region	7046	72458	10.28	0	30
chrUn_KI270579v1	31033	306080	9.86	0	39
chrUn_KI270579v1_region	31033	306080	9.86	0	39
chrUn_KI270589v1	44474	939259	21.12	0	392
chrUn_KI270589v1_region	44474	939259	21.12	0	392
chrUn_KI270590v1	4685	255410	54.52	0	214
chrUn_KI270590v1_region	4685	255410	54.52	0	214
chrUn_KI270584v1	4513	164475	36.44	9	71
chrUn_KI270584v1_region	4513	164475	36.44	9	71
chrUn_KI270582v1	6504	70000	10.76	0	38
chrUn_KI270582v1_region	6504	70000	10.76	0	38
chrUn_KI270588v1	6158	242758	39.42	0	97
chrUn_KI270588v1_region	6158	242758	39.42	0	97
chrUn_KI270593v1	3041	69602	22.89	1	41
chrUn_KI270593v1_region	3041	69602	22.89	1	41
chrUn_KI270591v1	5796	368570	63.59	0	263
chrUn_KI270591v1_region	5796	368570	63.59	0	263
chrUn_KI270330v1	1652	190860	115.53	0	309
chrUn_KI270330v1_region	1652	190860	115.53	0	309
chrUn_KI270329v1	1040	11791	11.34	0	31
chrUn_KI270329v1_region	1040	11791	11.34	0	31
chrUn_KI270334v1	1368	9060	6.62	0	16
chrUn_KI270334v1_region	1368	9060	6.62	0	16
chrUn_KI270333v1	2699	1839932	681.71	3	2811
chrUn_KI270333v1_region	2699	1839932	681.71	3	2811
chrUn_KI270335v1	1048	5587	5.33	0	12
chrUn_KI270335v1_region	1048	5587	5.33	0	12
chrUn_KI270338v1	1428	4530	3.17	0	8
chrUn_KI270338v1_region	1428	4530	3.17	0	8
chrUn_KI270340v1	1428	10262	7.19	0	19
chrUn_KI270340v1_region	1428	10262	7.19	0	19
chrUn_KI270336v1	1026	328113	319.80	9	872
chrUn_KI270336v1_region	1026	328113	319.80	9	872
chrUn_KI270337v1	1121	1926916	1718.93	3	6997
chrUn_KI270337v1_region	1121	1926916	1718.93	3	6997
chrUn_KI270363v1	1803	18037	10.00	0	21
chrUn_KI270363v1_region	1803	18037	10.00	0	21
chrUn_KI270364v1	2855	26659	9.34	0	26
chrUn_KI270364v1_region	2855	26659	9.34	0	26
chrUn_KI270362v1	3530	23799	6.74	0	15
chrUn_KI270362v1_region	3530	23799	6.74	0	15
chrUn_KI270366v1	8320	85545	10.28	0	34
chrUn_KI270366v1_region	8320	85545	10.28	0	34
chrUn_KI270379v1	1045	3302	3.16	0	7
chrUn_KI270379v1_region	1045	3302	3.16	0	7
chrUn_KI270389v1	1298	755	0.58	0	3
chrUn_KI270389v1_region	1298	755	0.58	0	3
chrUn_KI270390v1	2387	2002	0.84	0	4
chrUn_KI270390v1_region	2387	2002	0.84	0	4
chrUn_KI270387v1	1537	5737	3.73	0	10
chrUn_KI270387v1_region	1537	5737	3.73	0	10
chrUn_KI270395v1	1143	24834	21.73	0	65
chrUn_KI270395v1_region	1143	24834	21.73	0	65
chrUn_KI270396v1	1880	3774	2.01	0	9
chrUn_KI270396v1_region	1880	3774	2.01	0	9
chrUn_KI270394v1	970	1506	1.55	0	5
chrUn_KI270394v1_region	970	1506	1.55	0	5
chrUn_KI270386v1	1788	13137	7.35	0	14
chrUn_KI270386v1_region	1788	13137	7.35	0	14
chrUn_KI270391v1	1484	1389	0.94	0	4
chrUn_KI270391v1_region	1484	1389	0.94	0	4
chrUn_KI270383v1	1750	4331	2.47	0	7
chrUn_KI270383v1_region	1750	4331	2.47	0	7
chrUn_KI270393v1	1308	210	0.16	0	1
chrUn_KI270393v1_region	1308	210	0.16	0	1
chrUn_KI270384v1	1658	1208	0.73	0	5
chrUn_KI270384v1_region	1658	1208	0.73	0	5
chrUn_KI270392v1	971	10785	11.11	0	21
chrUn_KI270392v1_region	971	10785	11.11	0	21
chrUn_KI270381v1	1930	12060	6.25	0	18
chrUn_KI270381v1_region	1930	12060	6.25	0	18
chrUn_KI270385v1	990	994	1.00	0	6
chrUn_KI270385v1_region	990	994	1.00	0	6
chrUn_KI270382v1	4215	10098	2.40	0	9
chrUn_KI270382v1_region	4215	10098	2.40	0	9
chrUn_KI270376v1	1136	6196	5.45	0	13
chrUn_KI270376v1_region	1136	6196	5.45	0	13
chrUn_KI270374v1	2656	19030	7.16	0	30
chrUn_KI270374v1_region	2656	19030	7.16	0	30
chrUn_KI270372v1	1650	6710	4.07	0	12
chrUn_KI270372v1_region	1650	6710	4.07	0	12
chrUn_KI270373v1	1451	2980	2.05	0	8
chrUn_KI270373v1_region	1451	2980	2.05	0	8
chrUn_KI270375v1	2378	11271	4.74	0	16
chrUn_KI270375v1_region	2378	11271	4.74	0	16
chrUn_KI270371v1	2805	7627	2.72	0	8
chrUn_KI270371v1_region	2805	7627	2.72	0	8
chrUn_KI270448v1	7992	158073	19.78	1	41
chrUn_KI270448v1_region	7992	158073	19.78	1	41
chrUn_KI270521v1	7642	80751	10.57	0	38
chrUn_KI270521v1_region	7642	80751	10.57	0	38
chrUn_GL000195v1	182896	4142450	22.65	0	79
chrUn_GL000195v1_region	182896	4142450	22.65	0	79
chrUn_GL000219v1	179198	2935629	16.38	0	171
chrUn_GL000219v1_region	179198	2935629	16.38	0	171
chrUn_GL000220v1	161802	32113022	198.47	0	1835
chrUn_GL000220v1_region	161802	32113022	198.47	0	1835
chrUn_GL000224v1	179693	9916034	55.18	0	992
chrUn_GL000224v1_region	179693	9916034	55.18	0	992
chrUn_KI270741v1	157432	1159053	7.36	0	49
chrUn_KI270741v1_region	157432	1159053	7.36	0	49
chrUn_GL000226v1	15008	5131731	341.93	1	1221
chrUn_GL000226v1_region	15008	5131731	341.93	1	1221
chrUn_GL000213v1	164239	663346	4.04	0	19
chrUn_GL000213v1_region	164239	663346	4.04	0	19
chrUn_KI270743v1	210658	4134028	19.62	0	114
chrUn_KI270743v1_region	210658	4134028	19.62	0	114
chrUn_KI270744v1	168472	8265867	49.06	0	2211
chrUn_KI270744v1_region	168472	8265867	49.06	0	2211
chrUn_KI270745v1	41891	269736	6.44	0	30
chrUn_KI270745v1_region	41891	269736	6.44	0	30
chrUn_KI270746v1	66486	2404738	36.17	0	79
chrUn_KI270746v1_region	66486	2404738	36.17	0	79
chrUn_KI270747v1	198735	1168735	5.88	0	49
chrUn_KI270747v1_region	198735	1168735	5.88	0	49
chrUn_KI270748v1	93321	436487	4.68	0	39
chrUn_KI270748v1_region	93321	436487	4.68	0	39
chrUn_KI270749v1	158759	2668304	16.81	0	50
chrUn_KI270749v1_region	158759	2668304	16.81	0	50
chrUn_KI270750v1	148850	3001800	20.17	0	50
chrUn_KI270750v1_region	148850	3001800	20.17	0	50
chrUn_KI270751v1	150742	4620298	30.65	0	284
chrUn_KI270751v1_region	150742	4620298	30.65	0	284
chrUn_KI270752v1	27745	89	0.00	0	1
chrUn_KI270752v1_region	27745	89	0.00	0	1
chrUn_KI270753v1	62944	1179143	18.73	0	51
chrUn_KI270753v1_region	62944	1179143	18.73	0	51
chrUn_KI270754v1	40191	1977379	49.20	0	235
chrUn_KI270754v1_region	40191	1977379	49.20	0	235
chrUn_KI270755v1	36723	278323	7.58	0	22
chrUn_KI270755v1_region	36723	278323	7.58	0	22
chrUn_KI270756v1	79590	890273	11.19	0	247
chrUn_KI270756v1_region	79590	890273	11.19	0	247
chrUn_KI270757v1	71251	2807390	39.40	0	1038
chrUn_KI270757v1_region	71251	2807390	39.40	0	1038
chrUn_GL000214v1	137718	6708577	48.71	0	620
chrUn_GL000214v1_region	137718	6708577	48.71	0	620
chrUn_KI270742v1	186739	5695992	30.50	0	94
chrUn_KI270742v1_region	186739	5695992	30.50	0	94
chrUn_GL000216v2	176608	12867255	72.86	0	6034
chrUn_GL000216v2_region	176608	12867255	72.86	0	6034
chrUn_GL000218v1	161147	3613971	22.43	0	82
chrUn_GL000218v1_region	161147	3613971	22.43	0	82
chrEBV	171823	5481468	31.90	0	260
chrEBV_region	171823	5481468	31.90	0	260
total	3099920277	10859801656	3.50	0	206539
total_region	2889699150	10275736062	3.56	0	206539
