chrom	length	bases	mean	min	max
chr1_KI270706v1_random_region	175055	9558091	54.60	0	371
chr1_KI270707v1_random	32032	1650432	51.52	0	127
chr1_KI270707v1_random_region	32032	1650432	51.52	0	127
chr1_KI270708v1_random	127682	3581782	28.05	0	221
chr1_KI270708v1_random_region	127682	3581782	28.05	0	221
chr1_KI270709v1_random	66860	58776575	879.10	0	13043
chr1_KI270709v1_random_region	66860	58776575	879.10	0	13043
chr1_KI270710v1_random	40176	2400864	59.76	0	181
chr1_KI270710v1_random_region	40176	2400864	59.76	0	181
chr1_KI270711v1_random	42210	4070703	96.44	0	395
chr1_KI270711v1_random_region	42210	4070703	96.44	0	395
chr1_KI270712v1_random	176043	6883590	39.10	0	909
chr1_KI270712v1_random_region	176043	6883590	39.10	0	909
chr1_KI270713v1_random	40745	3592358	88.17	2	206
chr1_KI270713v1_random_region	40745	3592358	88.17	2	206
chr1_KI270714v1_random	41717	2066635	49.54	0	118
chr1_KI270714v1_random_region	41717	2066635	49.54	0	118
chr2_KI270715v1_random	161471	7245954	44.87	0	321
chr2_KI270715v1_random_region	161471	7245954	44.87	0	321
chr2_KI270716v1_random	153799	5640776	36.68	0	623
chr2_KI270716v1_random_region	153799	5640776	36.68	0	623
chr3_GL000221v1_random	155397	14069477	90.54	0	243
chr3_GL000221v1_random_region	155397	14069477	90.54	0	243
chr4_GL000008v2_random	209709	20308018	96.84	1	2937
chr4_GL000008v2_random_region	209709	20308018	96.84	1	2937
chr5_GL000208v1_random	92689	7245311	78.17	0	568
chr5_GL000208v1_random_region	92689	7245311	78.17	0	568
chr9_KI270717v1_random	40062	1332166	33.25	0	68
chr9_KI270717v1_random_region	40062	1332166	33.25	0	68
chr9_KI270718v1_random	38054	2400111	63.07	0	490
chr9_KI270718v1_random_region	38054	2400111	63.07	0	490
chr9_KI270719v1_random	176845	13669889	77.30	0	493
chr9_KI270719v1_random_region	176845	13669889	77.30	0	493
chr9_KI270720v1_random	39050	2597451	66.52	4	266
chr9_KI270720v1_random_region	39050	2597451	66.52	4	266
chr11_KI270721v1_random	100316	2941805	29.33	0	70
chr11_KI270721v1_random_region	100316	2941805	29.33	0	70
chr14_GL000009v2_random	201709	26026558	129.03	1	335
chr14_GL000009v2_random_region	201709	26026558	129.03	1	335
chr14_GL000225v1_random	211173	90856332	430.25	0	18651
chr14_GL000225v1_random_region	211173	90856332	430.25	0	18651
chr14_KI270722v1_random	194050	8489826	43.75	0	146
chr14_KI270722v1_random_region	194050	8489826	43.75	0	146
chr14_GL000194v1_random	191469	24791949	129.48	0	359
chr14_GL000194v1_random_region	191469	24791949	129.48	0	359
chr14_KI270723v1_random	38115	5567229	146.06	2	3050
chr14_KI270723v1_random_region	38115	5567229	146.06	2	3050
chr14_KI270724v1_random	39555	4385263	110.86	2	2426
chr14_KI270724v1_random_region	39555	4385263	110.86	2	2426
chr14_KI270725v1_random	172810	10120015	58.56	0	239
chr14_KI270725v1_random_region	172810	10120015	58.56	0	239
chr14_KI270726v1_random	43739	5662	0.13	0	4
chr14_KI270726v1_random_region	43739	5662	0.13	0	4
chr15_KI270727v1_random	448248	6537566	14.58	0	127
chr15_KI270727v1_random_region	448248	6537566	14.58	0	127
chr16_KI270728v1_random	1872759	42030905	22.44	0	776
chr16_KI270728v1_random_region	1872759	42030905	22.44	0	776
chr17_GL000205v2_random	185591	20136442	108.50	0	971
chr17_GL000205v2_random_region	185591	20136442	108.50	0	971
chr17_KI270729v1_random	280839	62259116	221.69	0	138690
chr17_KI270729v1_random_region	280839	62259116	221.69	0	138690
chr17_KI270730v1_random	112551	10174244	90.40	0	2336
chr17_KI270730v1_random_region	112551	10174244	90.40	0	2336
chr22_KI270731v1_random	150754	8125561	53.90	0	3990
chr22_KI270731v1_random_region	150754	8125561	53.90	0	3990
chr22_KI270732v1_random	41543	6119185	147.30	1	325
chr22_KI270732v1_random_region	41543	6119185	147.30	1	325
chr22_KI270733v1_random	179772	145472600	809.21	0	8063
chr22_KI270733v1_random_region	179772	145472600	809.21	0	8063
chr22_KI270734v1_random	165050	14686001	88.98	0	18893
chr22_KI270734v1_random_region	165050	14686001	88.98	0	18893
chr22_KI270735v1_random	42811	11188808	261.35	32	15039
chr22_KI270735v1_random_region	42811	11188808	261.35	32	15039
chr22_KI270736v1_random	181920	20477644	112.56	0	4843
chr22_KI270736v1_random_region	181920	20477644	112.56	0	4843
chr22_KI270737v1_random	103838	6494751	62.55	0	12906
chr22_KI270737v1_random_region	103838	6494751	62.55	0	12906
chr22_KI270738v1_random	99375	5546169	55.81	0	224
chr22_KI270738v1_random_region	99375	5546169	55.81	0	224
chr22_KI270739v1_random	73985	1747053	23.61	0	119
chr22_KI270739v1_random_region	73985	1747053	23.61	0	119
chrY_KI270740v1_random	37240	821867	22.07	0	55
chrY_KI270740v1_random_region	0	0	0.00	0	0
chrUn_KI270302v1	2274	79804	35.09	0	113
chrUn_KI270302v1_region	2274	79804	35.09	0	113
chrUn_KI270304v1	2165	52434	24.22	0	76
chrUn_KI270304v1_region	2165	52434	24.22	0	76
chrUn_KI270303v1	1942	298226	153.57	0	888
chrUn_KI270303v1_region	1942	298226	153.57	0	888
chrUn_KI270305v1	1472	86964	59.08	0	172
chrUn_KI270305v1_region	1472	86964	59.08	0	172
chrUn_KI270322v1	21476	383194	17.84	0	370
chrUn_KI270322v1_region	21476	383194	17.84	0	370
chrUn_KI270320v1	4416	960132	217.42	0	513
chrUn_KI270320v1_region	4416	960132	217.42	0	513
chrUn_KI270310v1	1201	420532	350.15	0	1354
chrUn_KI270310v1_region	1201	420532	350.15	0	1354
chrUn_KI270316v1	1444	44263	30.65	0	99
chrUn_KI270316v1_region	1444	44263	30.65	0	99
chrUn_KI270315v1	2276	114233	50.19	0	239
chrUn_KI270315v1_region	2276	114233	50.19	0	239
chrUn_KI270312v1	998	51638	51.74	0	156
chrUn_KI270312v1_region	998	51638	51.74	0	156
chrUn_KI270311v1	12399	421828	34.02	0	776
chrUn_KI270311v1_region	12399	421828	34.02	0	776
chrUn_KI270317v1	37690	128630	3.41	0	408
chrUn_KI270317v1_region	37690	128630	3.41	0	408
chrUn_KI270412v1	1179	54156	45.93	0	140
chrUn_KI270412v1_region	1179	54156	45.93	0	140
chrUn_KI270411v1	2646	313207	118.37	0	460
chrUn_KI270411v1_region	2646	313207	118.37	0	460
chrUn_KI270414v1	2489	64753	26.02	0	126
chrUn_KI270414v1_region	2489	64753	26.02	0	126
chrUn_KI270419v1	1029	26546	25.80	0	51
chrUn_KI270419v1_region	1029	26546	25.80	0	51
chrUn_KI270418v1	2145	111683	52.07	0	96
chrUn_KI270418v1_region	2145	111683	52.07	0	96
chrUn_KI270420v1	2321	194656	83.87	1	147
chrUn_KI270420v1_region	2321	194656	83.87	1	147
chrUn_KI270424v1	2140	36810	17.20	0	49
chrUn_KI270424v1_region	2140	36810	17.20	0	49
chrUn_KI270417v1	2043	104080	50.94	21	82
chrUn_KI270417v1_region	2043	104080	50.94	21	82
chrUn_KI270422v1	1445	251035	173.73	9	275
chrUn_KI270422v1_region	1445	251035	173.73	9	275
chrUn_KI270423v1	981	86056	87.72	0	223
chrUn_KI270423v1_region	981	86056	87.72	0	223
chrUn_KI270425v1	1884	16381	8.69	0	42
chrUn_KI270425v1_region	1884	16381	8.69	0	42
chrUn_KI270429v1	1361	221376	162.66	0	247
chrUn_KI270429v1_region	1361	221376	162.66	0	247
chrUn_KI270442v1	392061	53825843	137.29	0	17131
chrUn_KI270442v1_region	392061	53825843	137.29	0	17131
chrUn_KI270466v1	1233	11015720	8934.08	203	21070
chrUn_KI270466v1_region	1233	11015720	8934.08	203	21070
chrUn_KI270465v1	1774	348641	196.53	1	662
chrUn_KI270465v1_region	1774	348641	196.53	1	662
chrUn_KI270467v1	3920	25688076	6553.08	5	24501
chrUn_KI270467v1_region	3920	25688076	6553.08	5	24501
chrUn_KI270435v1	92983	8720273	93.78	0	5216
chrUn_KI270435v1_region	92983	8720273	93.78	0	5216
chrUn_KI270438v1	112505	114806346	1020.46	0	38423
chrUn_KI270438v1_region	112505	114806346	1020.46	0	38423
chrUn_KI270468v1	4055	324462	80.02	4	117
chrUn_KI270468v1_region	4055	324462	80.02	4	117
chrUn_KI270510v1	2415	495370	205.12	16	406
chrUn_KI270510v1_region	2415	495370	205.12	16	406
chrUn_KI270509v1	2318	426531	184.01	11	282
chrUn_KI270509v1_region	2318	426531	184.01	11	282
chrUn_KI270518v1	2186	402868	184.29	1	327
chrUn_KI270518v1_region	2186	402868	184.29	1	327
chrUn_KI270508v1	1951	534949	274.19	1	346
chrUn_KI270508v1_region	1951	534949	274.19	1	346
chrUn_KI270516v1	1300	254456	195.74	11	427
chrUn_KI270516v1_region	1300	254456	195.74	11	427
chrUn_KI270512v1	22689	2030489	89.49	0	1089
chrUn_KI270512v1_region	22689	2030489	89.49	0	1089
chrUn_KI270519v1	138126	14000439	101.36	0	2123
chrUn_KI270519v1_region	138126	14000439	101.36	0	2123
chrUn_KI270522v1	5674	259217	45.69	0	135
chrUn_KI270522v1_region	5674	259217	45.69	0	135
chrUn_KI270511v1	8127	669101	82.33	0	218
chrUn_KI270511v1_region	8127	669101	82.33	0	218
chrUn_KI270515v1	6361	1145225	180.04	1	416
chrUn_KI270515v1_region	6361	1145225	180.04	1	416
chrUn_KI270507v1	5353	759773	141.93	6	277
chrUn_KI270507v1_region	5353	759773	141.93	6	277
chrUn_KI270517v1	3253	717656	220.61	4	322
chrUn_KI270517v1_region	3253	717656	220.61	4	322
chrUn_KI270529v1	1899	85910	45.24	2	106
chrUn_KI270529v1_region	1899	85910	45.24	2	106
chrUn_KI270528v1	2983	71150	23.85	0	49
chrUn_KI270528v1_region	2983	71150	23.85	0	49
chrUn_KI270530v1	2168	40740	18.79	0	40
chrUn_KI270530v1_region	2168	40740	18.79	0	40
chrUn_KI270539v1	993	15749	15.86	0	40
chrUn_KI270539v1_region	993	15749	15.86	0	40
chrUn_KI270538v1	91309	8857072	97.00	0	1060
chrUn_KI270538v1_region	91309	8857072	97.00	0	1060
chrUn_KI270544v1	1202	207841	172.91	0	512
chrUn_KI270544v1_region	1202	207841	172.91	0	512
chrUn_KI270548v1	1599	24340	15.22	0	31
chrUn_KI270548v1_region	1599	24340	15.22	0	31
chrUn_KI270583v1	1400	194909	139.22	0	194
chrUn_KI270583v1_region	1400	194909	139.22	0	194
chrUn_KI270587v1	2969	516883	174.09	0	264
chrUn_KI270587v1_region	2969	516883	174.09	0	264
chrUn_KI270580v1	1553	215915	139.03	0	219
chrUn_KI270580v1_region	1553	215915	139.03	0	219
chrUn_KI270581v1	7046	273201	38.77	0	102
chrUn_KI270581v1_region	7046	273201	38.77	0	102
chrUn_KI270579v1	31033	1196526	38.56	0	136
chrUn_KI270579v1_region	31033	1196526	38.56	0	136
chrUn_KI270589v1	44474	3857377	86.73	0	1582
chrUn_KI270589v1_region	44474	3857377	86.73	0	1582
chrUn_KI270590v1	4685	1006785	214.90	0	792
chrUn_KI270590v1_region	4685	1006785	214.90	0	792
chrUn_KI270584v1	4513	682872	151.31	33	300
chrUn_KI270584v1_region	4513	682872	151.31	33	300
chrUn_KI270582v1	6504	296791	45.63	0	104
chrUn_KI270582v1_region	6504	296791	45.63	0	104
chrUn_KI270588v1	6158	959965	155.89	0	316
chrUn_KI270588v1_region	6158	959965	155.89	0	316
chrUn_KI270593v1	3041	279191	91.81	3	174
chrUn_KI270593v1_region	3041	279191	91.81	3	174
chrUn_KI270591v1	5796	1503201	259.35	0	1121
chrUn_KI270591v1_region	5796	1503201	259.35	0	1121
chrUn_KI270330v1	1652	771405	466.95	0	1355
chrUn_KI270330v1_region	1652	771405	466.95	0	1355
chrUn_KI270329v1	1040	39615	38.09	0	69
chrUn_KI270329v1_region	1040	39615	38.09	0	69
chrUn_KI270334v1	1368	34684	25.35	0	56
chrUn_KI270334v1_region	1368	34684	25.35	0	56
chrUn_KI270333v1	2699	7057249	2614.76	8	10998
chrUn_KI270333v1_region	2699	7057249	2614.76	8	10998
chrUn_KI270335v1	1048	23522	22.44	0	44
chrUn_KI270335v1_region	1048	23522	22.44	0	44
chrUn_KI270338v1	1428	22832	15.99	0	37
chrUn_KI270338v1_region	1428	22832	15.99	0	37
chrUn_KI270340v1	1428	40377	28.28	0	51
chrUn_KI270340v1_region	1428	40377	28.28	0	51
chrUn_KI270336v1	1026	1249383	1217.72	36	3227
chrUn_KI270336v1_region	1026	1249383	1217.72	36	3227
chrUn_KI270337v1	1121	6577570	5867.59	8	22478
chrUn_KI270337v1_region	1121	6577570	5867.59	8	22478
chrUn_KI270363v1	1803	78019	43.27	0	86
chrUn_KI270363v1_region	1803	78019	43.27	0	86
chrUn_KI270364v1	2855	82320	28.83	0	81
chrUn_KI270364v1_region	2855	82320	28.83	0	81
chrUn_KI270362v1	3530	92221	26.12	0	61
chrUn_KI270362v1_region	3530	92221	26.12	0	61
chrUn_KI270366v1	8320	285177	34.28	0	119
chrUn_KI270366v1_region	8320	285177	34.28	0	119
chrUn_KI270379v1	1045	14930	14.29	0	23
chrUn_KI270379v1_region	1045	14930	14.29	0	23
chrUn_KI270389v1	1298	10104	7.78	0	21
chrUn_KI270389v1_region	1298	10104	7.78	0	21
chrUn_KI270390v1	2387	6001	2.51	0	12
chrUn_KI270390v1_region	2387	6001	2.51	0	12
chrUn_KI270387v1	1537	31430	20.45	0	47
chrUn_KI270387v1_region	1537	31430	20.45	0	47
chrUn_KI270395v1	1143	96884	84.76	0	202
chrUn_KI270395v1_region	1143	96884	84.76	0	202
chrUn_KI270396v1	1880	13270	7.06	0	40
chrUn_KI270396v1_region	1880	13270	7.06	0	40
chrUn_KI270388v1	1216	1242	1.02	0	5
chrUn_KI270388v1_region	1216	1242	1.02	0	5
chrUn_KI270394v1	970	4835	4.98	0	14
chrUn_KI270394v1_region	970	4835	4.98	0	14
chrUn_KI270386v1	1788	59741	33.41	0	64
chrUn_KI270386v1_region	1788	59741	33.41	0	64
chrUn_KI270391v1	1484	3522	2.37	0	9
chrUn_KI270391v1_region	1484	3522	2.37	0	9
chrUn_KI270383v1	1750	25819	14.75	0	34
chrUn_KI270383v1_region	1750	25819	14.75	0	34
chrUn_KI270393v1	1308	4068	3.11	0	9
chrUn_KI270393v1_region	1308	4068	3.11	0	9
chrUn_KI270384v1	1658	9249	5.58	0	39
chrUn_KI270384v1_region	1658	9249	5.58	0	39
chrUn_KI270392v1	971	41860	43.11	0	90
chrUn_KI270392v1_region	971	41860	43.11	0	90
chrUn_KI270381v1	1930	42819	22.19	0	46
chrUn_KI270381v1_region	1930	42819	22.19	0	46
chrUn_KI270385v1	990	4376	4.42	0	20
chrUn_KI270385v1_region	990	4376	4.42	0	20
chrUn_KI270382v1	4215	40828	9.69	0	32
chrUn_KI270382v1_region	4215	40828	9.69	0	32
chrUn_KI270376v1	1136	15759	13.87	0	27
chrUn_KI270376v1_region	1136	15759	13.87	0	27
chrUn_KI270374v1	2656	71032	26.74	0	94
chrUn_KI270374v1_region	2656	71032	26.74	0	94
chrUn_KI270372v1	1650	26624	16.14	0	34
chrUn_KI270372v1_region	1650	26624	16.14	0	34
chrUn_KI270373v1	1451	13368	9.21	0	21
chrUn_KI270373v1_region	1451	13368	9.21	0	21
chrUn_KI270375v1	2378	55719	23.43	0	66
chrUn_KI270375v1_region	2378	55719	23.43	0	66
chrUn_KI270371v1	2805	36242	12.92	0	27
chrUn_KI270371v1_region	2805	36242	12.92	0	27
chrUn_KI270448v1	7992	595422	74.50	4	126
chrUn_KI270448v1_region	7992	595422	74.50	4	126
chrUn_KI270521v1	7642	334063	43.71	0	130
chrUn_KI270521v1_region	7642	334063	43.71	0	130
chrUn_GL000195v1	182896	17460526	95.47	0	277
chrUn_GL000195v1_region	182896	17460526	95.47	0	277
chrUn_GL000219v1	179198	11801208	65.86	0	688
chrUn_GL000219v1_region	179198	11801208	65.86	0	688
chrUn_GL000220v1	161802	133523678	825.23	0	7199
chrUn_GL000220v1_region	161802	133523678	825.23	0	7199
chrUn_GL000224v1	179693	40047623	222.87	0	4037
chrUn_GL000224v1_region	179693	40047623	222.87	0	4037
chrUn_KI270741v1	157432	4731567	30.05	0	149
chrUn_KI270741v1_region	157432	4731567	30.05	0	149
chrUn_GL000226v1	15008	21186649	1411.69	1	5054
chrUn_GL000226v1_region	15008	21186649	1411.69	1	5054
chrUn_GL000213v1	164239	2855525	17.39	0	55
chrUn_GL000213v1_region	164239	2855525	17.39	0	55
chrUn_KI270743v1	210658	16658962	79.08	0	388
chrUn_KI270743v1_region	210658	16658962	79.08	0	388
chrUn_KI270744v1	168472	33629600	199.62	0	8443
chrUn_KI270744v1_region	168472	33629600	199.62	0	8443
chrUn_KI270745v1	41891	1302665	31.10	0	76
chrUn_KI270745v1_region	41891	1302665	31.10	0	76
chrUn_KI270746v1	66486	9637655	144.96	0	297
chrUn_KI270746v1_region	66486	9637655	144.96	0	297
chrUn_KI270747v1	198735	4798087	24.14	0	208
chrUn_KI270747v1_region	198735	4798087	24.14	0	208
chrUn_KI270748v1	93321	1804674	19.34	0	169
chrUn_KI270748v1_region	93321	1804674	19.34	0	169
chrUn_KI270749v1	158759	10663444	67.17	0	199
chrUn_KI270749v1_region	158759	10663444	67.17	0	199
chrUn_KI270750v1	148850	11312001	76.00	0	188
chrUn_KI270750v1_region	148850	11312001	76.00	0	188
chrUn_KI270751v1	150742	18773346	124.54	0	1359
chrUn_KI270751v1_region	150742	18773346	124.54	0	1359
chrUn_KI270752v1	27745	180	0.01	0	2
chrUn_KI270752v1_region	27745	180	0.01	0	2
chrUn_KI270753v1	62944	4740321	75.31	0	168
chrUn_KI270753v1_region	62944	4740321	75.31	0	168
chrUn_KI270754v1	40191	8164312	203.14	0	978
chrUn_KI270754v1_region	40191	8164312	203.14	0	978
chrUn_KI270755v1	36723	1160268	31.60	0	84
chrUn_KI270755v1_region	36723	1160268	31.60	0	84
chrUn_KI270756v1	79590	3673738	46.16	0	1042
chrUn_KI270756v1_region	79590	3673738	46.16	0	1042
chrUn_KI270757v1	71251	11135738	156.29	0	4376
chrUn_KI270757v1_region	71251	11135738	156.29	0	4376
chrUn_GL000214v1	137718	27396307	198.93	0	2538
chrUn_GL000214v1_region	137718	27396307	198.93	0	2538
chrUn_KI270742v1	186739	23399073	125.30	2	371
chrUn_KI270742v1_region	186739	23399073	125.30	2	371
chrUn_GL000216v2	176608	51585453	292.09	5	23440
chrUn_GL000216v2_region	176608	51585453	292.09	5	23440
chrUn_GL000218v1	161147	14318844	88.86	3	254
chrUn_GL000218v1_region	161147	14318844	88.86	3	254
chrEBV	171823	23647227	137.63	0	1072
chrEBV_region	171823	23647227	137.63	0	1072
total	3099921493	36981866208	11.93	0	719572
total_region	2889700366	34820858850	12.05	0	719572
